portal_url	title_raw	text_raw	mentions_disease	about_patient	title_toks	text_toks
medmon.semanticlab.net/doc/4721234689925637014/Imran-Gill	Imran Gill	Life with Multiple Sclerosis does seem like it's a burden but staying in denial doesn't help anyone so get yourself checked with a neurologist. Visit: https://t.co/qJULejgfYu. #IntezaarNaKaro #LetsBeatMS.	1	0	Imran|Gill	Life|with|Multiple|Sclerosis|does|seem|like|it's|a|burden|but|staying|in|denial|doesn't|help|anyone|so|get|yourself|checked|with|a|neurologist|.|Visit|:|https://t.co/qJULejgfYu|.|#IntezaarNaKaro|#LetsBeatMS|.
medmon.semanticlab.net/doc/4721163422800050511/Guessner-Williams	Guessner Williams	attending National Multiple Sclerosis Society Conference for African American and Black Families at DoubleTree by Hilton Hotel Detroit – Dearborn https://t.co/FacG4gZk2N.	1	0	Guessner|Williams	attending|National|Multiple|Sclerosis|Society|Conference|for|African|American|and|Black|Families|at|DoubleTree|by|Hilton|Hotel|Detroit|–|Dearborn|https://t.co/FacG4gZk2N|.
medmon.semanticlab.net/doc/4721158505009183035/The-Ignorant-Noodle	The Ignorant Noodle	RT @IgnorantNoodle: Can y'all donate to my mom's team? She has multiple sclerosis and enjoys doing these walks. https://t.co/G3YV2zCIAF htt….	1	1	The|Ignorant|Noodle	RT|@IgnorantNoodle|:|Can|y'all|donate|to|my|mom's|team|?|She|has|multiple|sclerosis|and|enjoys|doing|these|walks|.|https://t.co/G3YV2zCIAF|htt|…|.
medmon.semanticlab.net/doc/4721129008390716179/SAGE-Clinical-Med	SAGE Clinical Med	This review discusses major changes to #multiplesclerosis clinical trials in the era of disease-modifying therapies https://t.co/bduWBhBXMx.	1	0	SAGE|Clinical|Med	This|review|discusses|major|changes|to|#multiplesclerosis|clinical|trials|in|the|era|of|disease-modifying|therapies|https://t.co/bduWBhBXMx|.
medmon.semanticlab.net/doc/4720969258664150330/99tile-oBuenoo	99%tile §oBuenoo⁶𓅓	Repost jenzee99 with get_repost. ・・. y big brother sobuenoo is currently in a battle with multiple sclerosis . e works full time, is a musician and is doing it all without the full use….	1	1	99|%|tile|§|oBuenoo⁶𓅓	Repost|jenzee|99|with|get_repost|.|・|・|.|y|big|brother|sobuenoo|is|currently|in|a|battle|with|multiple|sclerosis|.|e|works|full|time|,|is|a|musician|and|is|doing|it|all|without|the|full|use|…|.
medmon.semanticlab.net/doc/4720885697528734508/Ness	Ness	@PollardTom @kmachin @Demos I've just posted my wcae50 deadline is Monday. I have Multiple Sclerosis and I don't fit the form. I have level 5 depression and just the fear of this form sent me suicidal again. Thankyou so much for fighting. The stress on the body is killing us x.	1	1	Ness	@PollardTom|@kmachin|@Demos|I've|just|posted|my|wcae|50|deadline|is|Monday|.|I|have|Multiple|Sclerosis|and|I|don't|fit|the|form|.|I|have|level|5|depression|and|just|the|fear|of|this|form|sent|me|suicidal|again|.|Thankyou|so|much|for|fighting|.|The|stress|on|the|body|is|killing|us|x|.
medmon.semanticlab.net/doc/4720885697526508669/Sultan-Majed	Sultan Majed	Cute notification from @medisafeapp to keep my medications in check. #livingwithMS #MSAwarenessMonth https://t.co/KSBxAeXzZV.	1	1	Sultan|Majed	Cute|notification|from|@medisafeapp|to|keep|my|medications|in|check|.|#livingwithMS|#MSAwarenessMonth|https://t.co/KSBxAeXzZV|.
medmon.semanticlab.net/doc/4720870988785146233/MadisonCountyHealth	MadisonCountyHealth	One Veteran's story. Bringing awareness during National Multiple Sclerosis Month...#ThisisMS https://t.co/PC1W1kBPvm.	1	0	MadisonCountyHealth	One|Veteran's|story|.|Bringing|awareness|during|National|Multiple|Sclerosis|Month|...|#ThisisMS|https://t.co/PC1W1kBPvm|.
medmon.semanticlab.net/doc/4720857591445314048/rhonda-losekamp	rhonda losekamp	March is MULTIPLE SCLEROSIS MONTH. If you or someone you know has MS, please remember to contact them to see if they need assistance. MS is a very debilitating disease and can change your life in a second. Just because we look well doesn't mean we are. This disease attacks 1/3.	1	0	rhonda|losekamp	March|is|MULTIPLE|SCLEROSIS|MONTH|.|If|you|or|someone|you|know|has|MS|,|please|remember|to|contact|them|to|see|if|they|need|assistance|.|MS|is|a|very|debilitating|disease|and|can|change|your|life|in|a|second|.|Just|because|we|look|well|doesn't|mean|we|are|.|This|disease|attacks|1/3|.
medmon.semanticlab.net/doc/4720847687464457838/Brett-Hershey	Brett Hershey	@KKeefer120 My grandma had multiple sclerosis and was in a wheel chair also. That's why they had the odyssey's. She would drive hers down the beach at pismo looking for shells while my dad and grandpa were riding the dunes.	1	1	Brett|Hershey	@KKeefer120|My|grandma|had|multiple|sclerosis|and|was|in|a|wheel|chair|also|.|That's|why|they|had|the|odyssey's|.|She|would|drive|hers|down|the|beach|at|pismo|looking|for|shells|while|my|dad|and|grandpa|were|riding|the|dunes|.
medmon.semanticlab.net/doc/4720830000988572136/HGH-and-Testosterone	HGH and Testosterone	The Effect Of #Testosterone On Auto Immune Function And Multiple Sclerosis https://t.co/9saysM9P7W.	1	0	HGH|and|Testosterone	The|Effect|Of|#Testosterone|On|Auto|Immune|Function|And|Multiple|Sclerosis|https://t.co/9saysM9P7W|.
medmon.semanticlab.net/doc/4720780767367488656/PLYMOUTH-POST	PLYMOUTH POST	March is Multiple Sclerosis Awareness Month. MS is a neurological condition that affects the nerves in the brain and spinal cord. Some symptoms of MS are:-. fatigue, vision problems, numbness and tingling, muscle...	1	0	PLYMOUTH|POST	March|is|Multiple|Sclerosis|Awareness|Month|.|MS|is|a|neurological|condition|that|affects|the|nerves|in|the|brain|and|spinal|cord|.|Some|symptoms|of|MS|are|:|-|.|fatigue|,|vision|problems|,|numbness|and|tingling|,|muscle|...
medmon.semanticlab.net/doc/4720749131625112491/NetworkofNews-AUS	NetworkofNews AUS	"Julia Agostinelli knows she is one of the lucky ones. The Brisbane Multiple Sclerosis sufferer was ""rescued"" from an aged... https://t.co/Xn7B5jIIYP https://t.co/dSxIRFnrK0."	1	1	NetworkofNews|AUS	"Julia|Agostinelli|knows|she|is|one|of|the|lucky|ones|.|The|Brisbane|Multiple|Sclerosis|sufferer|was|""|rescued|""|from|an|aged|...|https://t.co/Xn7B5jIIYP|https://t.co/dSxIRFnrK0|."
medmon.semanticlab.net/doc/4720584110317968622/Food-Lovers-World	Food Lovers World	BMI, but not age at puberty, tied to risk of multiple sclerosis: Some studies have suggested that people who are younger when they enter puberty are more likely to later develop multiple sclerosis (MS). But a new.. via https://t.co/o8iJhhUNHw #Health #Life https://t.co/B0l1xVGrib.	1	0	Food|Lovers|World	BMI|,|but|not|age|at|puberty|,|tied|to|risk|of|multiple|sclerosis|:|Some|studies|have|suggested|that|people|who|are|younger|when|they|enter|puberty|are|more|likely|to|later|develop|multiple|sclerosis|(|MS|)|.|But|a|new|..|via|https://t.co/o8iJhhUNHw|#Health|#Life|https://t.co/B0l1xVGrib|.
medmon.semanticlab.net/doc/4720571821287496340/Zyite	Zyite	BMI, but not age at puberty, tied to risk of multiple sclerosis https://t.co/0IfGF93WI6.	1	0	Zyite	BMI|,|but|not|age|at|puberty|,|tied|to|risk|of|multiple|sclerosis|https://t.co/0IfGF93WI6|.
medmon.semanticlab.net/doc/4720534955864853918/Clockwise-Publishing	Clockwise Publishing	What is Multiple Sclerosis? https://t.co/AiXqajKLX9 https://t.co/QDfjs0dRoF.	1	0	Clockwise|Publishing	What|is|Multiple|Sclerosis|?|https://t.co/AiXqajKLX9|https://t.co/QDfjs0dRoF|.
medmon.semanticlab.net/doc/4720520209449234927/	薬剤師ウォッチ　相互フォロー	[新着記事]AscellaHealth Supports Multiple Sclerosis Awareness https://t.co/3xkwe2jjGl.	1	0	薬剤師ウォッチ|相互フォロー	[|新着記事|]|AscellaHealth|Supports|Multiple|Sclerosis|Awareness|https://t.co/3xkwe2jjGl|.
medmon.semanticlab.net/doc/4720505100994341608/Pete-Dills,-PT-DPT	Pete Dills, PT DPT	Fitness is an important part of our health, and especially for those with #MultipleSclerosis. #MovementIsMedicine #GetMoving4MS #BikeMS #WalkMS #RunMS #EndMS #NationalMSMonth https://t.co/V1eGrNxDUk.	1	0	Pete|Dills|,|PT|DPT	Fitness|is|an|important|part|of|our|health|,|and|especially|for|those|with|#MultipleSclerosis|.|#MovementIsMedicine|#GetMoving4MS|#BikeMS|#WalkMS|#RunMS|#EndMS|#NationalMSMonth|https://t.co/V1eGrNxDUk|.
medmon.semanticlab.net/doc/4720488259258300740/NapaFuckinValley	NapaFuckinValley	Ever inspired by #multiplesclerosis warrior, @selmablair 👏 Join us in supporting the Northern California @mssociety this month! portion of the proceeds from March's special Salted Caramel Buttercream will go towards critical multiple sclerosis research. KarasCares https://t.co/gadxS2hY8A.	1	1	NapaFuckinValley	Ever|inspired|by|#multiplesclerosis|warrior|,|@selmablair|👏|Join|us|in|supporting|the|Northern|California|@mssociety|this|month|!|portion|of|the|proceeds|from|March's|special|Salted|Caramel|Buttercream|will|go|towards|critical|multiple|sclerosis|research|.|KarasCares|https://t.co/gadxS2hY8A|.
medmon.semanticlab.net/doc/4720475971596114382/Huzaifa-Mughal	Huzaifa Mughal	Multiple sclerosis (MS) is a chronic illness involving your central nervous system (CNS). The immune system attacks myelin, which is the protective layer around nerve fibers. Visit : https://t.co/vEan4xnhV3. #IntezaarNaKaro #LetsBeatMS.	1	0	Huzaifa|Mughal	Multiple|sclerosis|(|MS|)|is|a|chronic|illness|involving|your|central|nervous|system|(|CNS|)|.|The|immune|system|attacks|myelin|,|which|is|the|protective|layer|around|nerve|fibers|.|Visit|:|https://t.co/vEan4xnhV3|.|#IntezaarNaKaro|#LetsBeatMS|.
medmon.semanticlab.net/doc/4720463682798023597/anywebstuff	anywebstuff	Learn how neurological issues such as #spine / #backpain, #sciatica, #cervical, #multiplesclerosis, or even #stroke, #arthritis, #parkinsons & #alzheimers benefit with PEMF therapy: https://t.co/tCakbPCBuQ …. #painmanagement #antiagingtool #integrativehealth #mindalive.	1	0	anywebstuff	Learn|how|neurological|issues|such|as|#spine|/|#backpain|,|#sciatica|,|#cervical|,|#multiplesclerosis|,|or|even|#stroke|,|#arthritis|,|#parkinsons|&|#alzheimers|benefit|with|PEMF|therapy|:|https://t.co/tCakbPCBuQ|…|.|#painmanagement|#antiagingtool|#integrativehealth|#mindalive|.
medmon.semanticlab.net/doc/4720402242003227950/Kai	Kai	Im not one to ask for support or money but this is not for me. This is for people who have Multiple Sclerosis. My sister was diagnosed with MS 8 years ago and she found help and information...	1	1	Kai	Im|not|one|to|ask|for|support|or|money|but|this|is|not|for|me|.|This|is|for|people|who|have|Multiple|Sclerosis|.|My|sister|was|diagnosed|with|MS|8|years|ago|and|she|found|help|and|information|...
medmon.semanticlab.net/doc/4720377662860926039/Jared-George	Jared George	@RuRunyanx blah that's poopy, I had 3 bouts of Steroid for Multiple Sclerosis and it helped my speech so that's good but I am to go on Ocrevus I believe it is called. I can't walk too far but that got me writing more and that's good as his work will be published through AuthorHouse.	1	1	Jared|George	@RuRunyanx|blah|that's|poopy|,|I|had|3|bouts|of|Steroid|for|Multiple|Sclerosis|and|it|helped|my|speech|so|that's|good|but|I|am|to|go|on|Ocrevus|I|believe|it|is|called|.|I|can't|walk|too|far|but|that|got|me|writing|more|and|that's|good|as|his|work|will|be|published|through|AuthorHouse|.
medmon.semanticlab.net/doc/4720355544743958051/sherry--	sherry  	Multiple sclerosis symptoms may also include:. Slurred speech. Tingling or pain in parts of your body. Problems with sexual, bowel and bladder function.	1	0	sherry	Multiple|sclerosis|symptoms|may|also|include|:|.|Slurred|speech|.|Tingling|or|pain|in|parts|of|your|body|.|Problems|with|sexual|,|bowel|and|bladder|function|.
medmon.semanticlab.net/doc/4720353086804020177/Mehfooz---	Mehfooz   	Multiple Sclerosis is a disease that can disturb the quality of life completely, the scary part is that it's not uncommon. Check for symptoms right now! Visit: https://t.co/H3RYMtFACd.	1	0	Mehfooz	Multiple|Sclerosis|is|a|disease|that|can|disturb|the|quality|of|life|completely|,|the|scary|part|is|that|it's|not|uncommon|.|Check|for|symptoms|right|now|!|Visit|:|https://t.co/H3RYMtFACd|.
medmon.semanticlab.net/doc/4720353086802823420/Siraj-Ahmed	Siraj Ahmed	These are the forms of Multiple Sclerosis. #IntezaarNaKaro visit letsbeatmspk https://t.co/pef7DGDJrw.	1	0	Siraj|Ahmed	These|are|the|forms|of|Multiple|Sclerosis|.|#IntezaarNaKaro|visit|letsbeatmspk|https://t.co/pef7DGDJrw|.
medmon.semanticlab.net/doc/4720284274306667887/Ingentium-Multiple-Sclerosis	Ingentium Multiple Sclerosis	Coffee could prevent #multiplesclerosis, according to Swedish study https://t.co/11qh1iC0q8 https://t.co/cVLPaEOlHG.	1	0	Ingentium|Multiple|Sclerosis	Coffee|could|prevent|#multiplesclerosis|,|according|to|Swedish|study|https://t.co/11qh1iC0q8|https://t.co/cVLPaEOlHG|.
medmon.semanticlab.net/doc/4720097537061341577/Amy-Sparks	Amy Sparks	Have you ever had swallowing problems? #ChronicIllness #multiplesclerosis.	1	0	Amy|Sparks	Have|you|ever|had|swallowing|problems|?|#ChronicIllness|#multiplesclerosis|.
medmon.semanticlab.net/doc/4720024994297948067/MSTrust	MSTrust	.@mssocietyuk has launched its My MS My Needs survey, one of the largest surveys of people affected by #MS in the U….	1	0	MSTrust	.|@mssocietyuk|has|launched|its|My|MS|My|Needs|survey|,|one|of|the|largest|surveys|of|people|affected|by|#MS|in|the|U|…|.
medmon.semanticlab.net/doc/4720033079977306796/Ronan-Lawson	Ronan Lawson	@rachaelswinleyx @_hollybrown_x @Lee33anderson Every day is a struggle on account of my multiple sclerosis.	1	1	Ronan|Lawson	@rachaelswinleyx|@_hollybrown_x|@Lee33anderson|Every|day|is|a|struggle|on|account|of|my|multiple|sclerosis|.
medmon.semanticlab.net/doc/4720032652115822660/exploreClarion	exploreClarion	For one Lucinda native, living with Multiple Sclerosis doesn't put a damper on her positive attitude. https://t.co/FWywaBAoAW https://t.co/XiMj5L6jwh.	1	1	exploreClarion	For|one|Lucinda|native|,|living|with|Multiple|Sclerosis|doesn't|put|a|damper|on|her|positive|attitude|.|https://t.co/FWywaBAoAW|https://t.co/XiMj5L6jwh|.
medmon.semanticlab.net/doc/4719848043677882299/MS-Society-of-Canada	MS Society of Canada	“It's because of the Alliance that people with progressive MS can safely say they no longer have been forgotten,” s….	1	0	MS|Society|of|Canada	“|It's|because|of|the|Alliance|that|people|with|progressive|MS|can|safely|say|they|no|longer|have|been|forgotten|,|”|s|…|.
medmon.semanticlab.net/doc/4720032183923078358/MSAA-FCM-SQUAD	MSAA FCM SQUAD	RT @MS_HealthUnion: When you hear the phrase, “Be positive,” what does it mean to you? https://t.co/oAab5GFpNd #MS #multiplesclerosis.	1	0	MSAA|FCM|SQUAD	RT|@MS_HealthUnion|:|When|you|hear|the|phrase|,|“|Be|positive|,|”|what|does|it|mean|to|you|?|https://t.co/oAab5GFpNd|#MS|#multiplesclerosis|.
medmon.semanticlab.net/doc/4720031518578346194/Q.-Hall	Q. Hall	To be 100% honest #MS isn't multiple sclerosis to me... I call it #MoreSuccess never going to let a doctor tell me how my body is going to be. I trust god and believe that I will be fine & success is coming my way.	1	1	Q|.|Hall	To|be|100|%|honest|#MS|isn't|multiple|sclerosis|to|me|...|I|call|it|#MoreSuccess|never|going|to|let|a|doctor|tell|me|how|my|body|is|going|to|be|.|I|trust|god|and|believe|that|I|will|be|fine|&|success|is|coming|my|way|.
medmon.semanticlab.net/doc/4720031518569044283/Pete-Dills,-PT-DPT	Pete Dills, PT DPT	Ready to #GetMoving4MS with us? Check out the National Multiple Sclerosis Society website to find an event to support near you! #MovementIsMedicine #NationalMSMonth #EndMS #BikeMS #WalkMS #RunMS https://t.co/baqcv9EIpE.	1	0	Pete|Dills|,|PT|DPT	Ready|to|#GetMoving4MS|with|us|?|Check|out|the|National|Multiple|Sclerosis|Society|website|to|find|an|event|to|support|near|you|!|#MovementIsMedicine|#NationalMSMonth|#EndMS|#BikeMS|#WalkMS|#RunMS|https://t.co/baqcv9EIpE|.
medmon.semanticlab.net/doc/4720031304242915492/Wahaj-Saeed	Wahaj Saeed	There's no cure for multiple sclerosis (MS), but medicines and lifestyle changes can help you manage the disease. #IntezaarNaKaro #LetsBeatMS.	1	0	Wahaj|Saeed	There's|no|cure|for|multiple|sclerosis|(|MS|)|,|but|medicines|and|lifestyle|changes|can|help|you|manage|the|disease|.|#IntezaarNaKaro|#LetsBeatMS|.
medmon.semanticlab.net/doc/4720030044221384066/Jp-Dhanoa	Jp Dhanoa	Cannabis-based Therapy for Progressive MS Requests FDA 'Fast Track' - Multiple Sclerosis News Today Forums https://t.co/I5EkN4a1Yp.	1	0	Jp|Dhanoa	Cannabis-based|Therapy|for|Progressive|MS|Requests|FDA|'|Fast|Track|'|-|Multiple|Sclerosis|News|Today|Forums|https://t.co/I5EkN4a1Yp|.
medmon.semanticlab.net/doc/4720029421669424112/Vincent	Vincent	Carnitine for fatigue in multiple sclerosis.	1	0	Vincent	Carnitine|for|fatigue|in|multiple|sclerosis|.
medmon.semanticlab.net/doc/4720028787483999114/InfiniteDreamsEvent	InfiniteDreamsEvent	Click here to support Shawna's Multiple Sclerosis MRI organized by Jamal Stewart-Cook https://t.co/CDooIofPmk.	1	1	InfiniteDreamsEvent	Click|here|to|support|Shawna's|Multiple|Sclerosis|MRI|organized|by|Jamal|Stewart-Cook|https://t.co/CDooIofPmk|.
medmon.semanticlab.net/doc/4720026979981254168/Larry-K-Chapman	Larry K Chapman	Common treatment for multiple sclerosis may prolong life https://t.co/E07BTA0XDv.	1	0	Larry|K|Chapman	Common|treatment|for|multiple|sclerosis|may|prolong|life|https://t.co/E07BTA0XDv|.
medmon.semanticlab.net/doc/4720017987022512787/merryjun	merryjun	'I was 25 when I was diagnosed with multiple sclerosis' https://t.co/I9DCiQTby2.	1	1	merryjun	'|I|was|25|when|I|was|diagnosed|with|multiple|sclerosis|'|https://t.co/I9DCiQTby2|.
medmon.semanticlab.net/doc/4720016374220154611/Jennifer	Jennifer	Oh hell yes it does! #Msucks March is #MSAwarenessMonth SEE ORANGE.	1	0	Jennifer	Oh|hell|yes|it|does|!|#Msucks|March|is|#MSAwarenessMonth|SEE|ORANGE|.
medmon.semanticlab.net/doc/4719979507747543672/Denise	Denise	Prescription Assistance Programs – MSAA: The Multiple Sclerosis Association Of America https://t.co/cvjD6hCEVV.	1	0	Denise	Prescription|Assistance|Programs|–|MSAA|:|The|Multiple|Sclerosis|Association|Of|America|https://t.co/cvjD6hCEVV|.
medmon.semanticlab.net/doc/4719974591858958071/Ingentium-Multiple-Sclerosis	Ingentium Multiple Sclerosis	Effectiveness of Vitamin D Supplementation in the Management of #multiplesclerosis: A Systematic Review.	1	0	Ingentium|Multiple|Sclerosis	Effectiveness|of|Vitamin|D|Supplementation|in|the|Management|of|#multiplesclerosis|:|A|Systematic|Review|.
medmon.semanticlab.net/doc/4719957426121084756/Christine-Crabtree	Christine Crabtree	DID YOU KNOW? March is Multiple Sclerosis Awareness Month!! As a working professional with MS, this has a special place in my heart :) want to know more? #WorkingMom #MultipleSclerosis #MSAwareness https://t.co/Wy38rBj6z0 https://t.co/Wy38rBj6z0.	1	1	Christine|Crabtree	DID|YOU|KNOW|?|March|is|Multiple|Sclerosis|Awareness|Month|!|!|As|a|working|professional|with|MS|,|this|has|a|special|place|in|my|heart|:)|want|to|know|more|?|#WorkingMom|#MultipleSclerosis|#MSAwareness|https://t.co/Wy38rBj6z0|https://t.co/Wy38rBj6z0|.
medmon.semanticlab.net/doc/4719952494396025353/Antibody-Worlds	Antibody Worlds	Monoclonal Antibodies in Multiple Sclerosis: Present and Future.	1	0	Antibody|Worlds	Monoclonal|Antibodies|in|Multiple|Sclerosis|:|Present|and|Future|.
medmon.semanticlab.net/doc/4719942640134162026/juanita-valenzuela	juanita valenzuela	RT @MSHealthCentral: When Lymphoma Is Confused For Multiple Sclerosis � https://t.co/T6so8x3VhD.	1	0	juanita|valenzuela	RT|@MSHealthCentral|:|When|Lymphoma|Is|Confused|For|Multiple|Sclerosis|�|https://t.co/T6so8x3VhD|.
medmon.semanticlab.net/doc/4719923017519479974/puntodospuntosycoma	puntodospuntosycoma	Science: How #marijuana works to help those with #multiple #sclerosis https://t.co/76gOi3z66a.	1	0	puntodospuntosycoma	Science|:|How|#marijuana|works|to|help|those|with|#multiple|#sclerosis|https://t.co/76gOi3z66a|.
medmon.semanticlab.net/doc/4719905817783969866/EmilieRebecca93	EmilieRebecca93	How actress Selma Blair — and that cane — inspire others with #MultipleSclerosis to share their story #ThisIsMS- Los Angeles Times https://t.co/ueTc7N9hgC.	1	1	EmilieRebecca|93	How|actress|Selma|Blair|—|and|that|cane|—|inspire|others|with|#MultipleSclerosis|to|share|their|story|#ThisIsMS|-|Los|Angeles|Times|https://t.co/ueTc7N9hgC|.
medmon.semanticlab.net/doc/4719903337731069895/Gnasher-LeftAntisemitism	Gnasher #LeftAntisemitism	This narrative from the @jeremycorbyn fans is getting tired. @MLewisLawyer has multiple sclerosis, whilst on heavy pain meds he was being told to get “back into the oven” etc by Neo Nazis, he quite understandably told them to “f off” - he was fined for this. Which is ridiculous.	1	1	Gnasher|#LeftAntisemitism	This|narrative|from|the|@jeremycorbyn|fans|is|getting|tired|.|@MLewisLawyer|has|multiple|sclerosis|,|whilst|on|heavy|pain|meds|he|was|being|told|to|get|“|back|into|the|oven|”|etc|by|Neo|Nazis|,|he|quite|understandably|told|them|to|“|f|off|”|-|he|was|fined|for|this|.|Which|is|ridiculous|.
medmon.semanticlab.net/doc/4719895956790179364/Dario-Baronchelli	Dario Baronchelli	️ ❤️♿️ Being #Gay with #MS (Multiple Sclerosis) https://t.co/xXXZW9Z2sv.	1	0	Dario|Baronchelli	️|❤|️|♿|️|Being|#Gay|with|#MS|(|Multiple|Sclerosis|)|https://t.co/xXXZW9Z2sv|.
medmon.semanticlab.net/doc/4719895949288386728/top-10-albums-you-would-take-to-a-concrete-island?	top 10 albums you would take to a concrete island?	@sheisartmoney @warghle I love them too, he had always wanted to be a painter, and with multiple sclerosis creeping up on him his last music appeared in 1982 --- but he still had a vision and he could paint it for quite a few years after that, until finally, sadly, not even that.	1	1	top|10|albums|you|would|take|to|a|concrete|island|?	@sheisartmoney|@warghle|I|love|them|too|,|he|had|always|wanted|to|be|a|painter|,|and|with|multiple|sclerosis|creeping|up|on|him|his|last|music|appeared|in|1982|-|-|-|but|he|still|had|a|vision|and|he|could|paint|it|for|quite|a|few|years|after|that|,|until|finally|,|sadly|,|not|even|that|.
medmon.semanticlab.net/doc/4719895947601820430/Thrilled_JUMPForce_Junkie	Thrilled_JUMPForce_Junkie	RT @DamienScott203: Having #MultipleSclerosis let's me know that #IAm alive. #MSLife #DamienScottMS.	1	1	Thrilled_JUMPForce_Junkie	RT|@DamienScott203|:|Having|#MultipleSclerosis|let's|me|know|that|#IAm|alive|.|#MSLife|#DamienScottMS|.
medmon.semanticlab.net/doc/4719886151300167666/myra_the_myth	myra_the_myth	Multiple Sclerosis is a fucked up disease. Just saying.	1	0	myra_the_myth	Multiple|Sclerosis|is|a|fucked|up|disease|.|Just|saying|.
medmon.semanticlab.net/doc/4719886139204209185/Santchi	Santchi	RT @i_DigitalHealth: Machine learning can help patients with multiple sclerosis. #HealthTech #HealthData. https://t.co/tyPjPAwrT7 https://….	1	0	Santchi	RT|@i_DigitalHealth|:|Machine|learning|can|help|patients|with|multiple|sclerosis|.|#HealthTech|#HealthData|.|https://t.co/tyPjPAwrT7|https://…|.
medmon.semanticlab.net/doc/4719883658446239574/Michael-No-Nazis-On-Here-in-2019-Griffin	Michael “No Nazis On Here in 2019” Griffin	Drew actress @SelmaBlair, who has been open about her recent diagnosis with multiple sclerosis: https://t.co/gMdRWjkf6z.	1	1	Michael|“|No|Nazis|On|Here|in|2019|”|Griffin	Drew|actress|@SelmaBlair|,|who|has|been|open|about|her|recent|diagnosis|with|multiple|sclerosis|:|https://t.co/gMdRWjkf6z|.
medmon.semanticlab.net/doc/4719876288368940499/Lava-Kafle	Lava Kafle	Clinic One call 015009233 7 days a week: Looking for a way to help advocate Multiple Sclerosis Awareness? 🧡🧡 FREE Multiple Sclerosis Awareness Courage Strength Hope Necklace G. t yours here 👉🏻➡️... https://t.co/nDnI5Qn9Eg.	1	0	Lava|Kafle	Clinic|One|call|01500923|3|7|days|a|week|:|Looking|for|a|way|to|help|advocate|Multiple|Sclerosis|Awareness|?|🧡|🧡|FREE|Multiple|Sclerosis|Awareness|Courage|Strength|Hope|Necklace|G|.|t|yours|here|👉|🏻|➡|️|...|https://t.co/nDnI5Qn9Eg|.
medmon.semanticlab.net/doc/4719864010910025979/Multiple-Sclerosis-Talk	Multiple Sclerosis Talk	What it's like to be diagnosed with MS at 23 years old – Patient Talk https://t.co/zoBsHCcqIe.	1	1	Multiple|Sclerosis|Talk	What|it's|like|to|be|diagnosed|with|MS|at|23|years|old|–|Patient|Talk|https://t.co/zoBsHCcqIe|.
medmon.semanticlab.net/doc/4718771585294936396/National-MS-Society	National MS Society	RT @JaniceDean: My son Matthew's teacher Mrs. Klein was diagnosed with MS over 20 years ago. I wrote in #MostlySunny how she gave me the co….	1	1	National|MS|Society	RT|@JaniceDean|:|My|son|Matthew's|teacher|Mrs|.|Klein|was|diagnosed|with|MS|over|20|years|ago|.|I|wrote|in|#MostlySunny|how|she|gave|me|the|co|…|.
medmon.semanticlab.net/doc/4719854207858914983/maisam	maisam	Out of all the autoimmune disorders known to us, I feel like Multiple Sclerosis is by far the worst. People who have MS are the strongest.	1	0	maisam	Out|of|all|the|autoimmune|disorders|known|to|us|,|I|feel|like|Multiple|Sclerosis|is|by|far|the|worst|.|People|who|have|MS|are|the|strongest|.
medmon.semanticlab.net/doc/4719851723703044555/gab.aiJolee83	gab.ai/Jolee83	Living with MS. Sometimes it's ok to admit you can't push through the symptoms. It's ok to feel crappy. It's ok to take it easy on those days. I decided today was one of those days. ❤️ it's ok to give yourself a break.	1	1	gab.ai/Jolee83	Living|with|MS|.|Sometimes|it's|ok|to|admit|you|can't|push|through|the|symptoms|.|It's|ok|to|feel|crappy|.|It's|ok|to|take|it|easy|on|those|days|.|I|decided|today|was|one|of|those|days|.|❤|️|it's|ok|to|give|yourself|a|break|.
medmon.semanticlab.net/doc/4718712609036512851/National-MS-Society	National MS Society	RT @SelmaBlair: Robin Roberts Opens Up About Her Interview With Selma Blair. And I thank @RobinRoberts for opening the door for all of….	1	0	National|MS|Society	RT|@SelmaBlair|:|Robin|Roberts|Opens|Up|About|Her|Interview|With|Selma|Blair|.|And|I|thank|@RobinRoberts|for|opening|the|door|for|all|of|…|.
medmon.semanticlab.net/doc/4719841876122268592/Siuslaw-News	Siuslaw News	March is National Multiple Sclerosis Awareness month, with March 10-16 designated as National Multiple Sclerosis Awareness Week...	1	0	Siuslaw|News	March|is|National|Multiple|Sclerosis|Awareness|month|,|with|March|10-16|designated|as|National|Multiple|Sclerosis|Awareness|Week|...
medmon.semanticlab.net/doc/4719839464853892298/wayne-davidson	wayne davidson	Dr. Oz says people get one thing 'absolutely wrong' about multiple sclerosis https://t.co/aEufUPkNVd.	1	0	wayne|davidson	Dr|.|Oz|says|people|get|one|thing|'|absolutely|wrong|'|about|multiple|sclerosis|https://t.co/aEufUPkNVd|.
medmon.semanticlab.net/doc/4719839464618825260/Lisa-Marinez	Lisa Marinez	#today #mshug #severebackpain #msawareness #multiplesclerosis #ms #thisisms #rollercoasterrideofpain #curems #mswarrior 😫🥵 @ Casa Marinez 901 https://t.co/ogmq1oMH3j.	1	0	Lisa|Marinez	#today|#mshug|#severebackpain|#msawareness|#multiplesclerosis|#ms|#thisisms|#rollercoasterrideofpain|#curems|#mswarrior|😫|🥵|@|Casa|Marinez|901|https://t.co/ogmq1oMH3j|.
