portal_url	text_raw	span_1	confidence_1	about_1	span_2	confidence_2	about_2	span_3	confidence_3	about_3	span_4	confidence_4	about_4	span_5	confidence_5	about_5	span_6	confidence_6	about_6	span_7	confidence_7	about_7	span_8	confidence_8	about_8	span_9	confidence_9	about_9	span_10	confidence_10	about_10	span_11	confidence_11	about_11	span_12	confidence_12	about_12	span_13	confidence_13	about_13	span_14	confidence_14	about_14	span_15	confidence_15	about_15	span_16	confidence_16	about_16	span_17	confidence_17	about_17	span_18	confidence_18	about_18	span_19	confidence_19	about_19	span_20	confidence_20	about_20	span_21	confidence_21	about_21	span_22	confidence_22	about_22	span_23	confidence_23	about_23	span_24	confidence_24	about_24	span_25	confidence_25	about_25	span_26	confidence_26	about_26	span_27	confidence_27	about_27	span_28	confidence_28	about_28	span_29	confidence_29	about_29
medmon.semanticlab.net/doc/4692531523159492740/MS-Ireland--::-Swallowing-and-Nutrition	"MS Ireland  ::. Swallowing and Nutrition. In advanced MS, there is often weight loss or very poor dietary intake. These problems can be attributed to swallowing problems, depression, fatigue, side effects of medications, shaking/tremors, and/or cognitive changes. It is not uncommon for individuals to become dehydrated along with consuming too few calories. People with MS can become dehydrated very quickly. This section addresses nutrition and eating. Even when MS causes swallowing problems, there may be ways to derive pleasure from eating. Read more about nutrition and diet. "																																																																																							
medmon.semanticlab.net/doc/4695027096072784074/Activity-Feed---MS-Connection	"Type of MS Newly Diagnosed with MS , Relapsing-Remitting MS (RRMS). First experienced symptoms 2015 First Diagnosed 2015. Symptoms Fatigue , Walking (Gait), Balance, & Coordination Problems , Dizziness and Vertigo , Pain , Cognitive Dysfunction , Spasticity , Headache , Itching , Pins & needles, tingling, migraines. Living Well with MS Employment and education , Emotional support , Healthy living , Insurance and money matters , Healthcare , Mobility and accessibility , Relationships and intimacy Getting Involved Walk MS , Bike MS , Challenge Walk Research Research news Hobbies and other interests Very beginners running. Sort by: Name Date Size."																																																																																							
medmon.semanticlab.net/doc/4692531449337177718/MS-Ireland--::-Family-Life	"MS Ireland  ::. MS and Family Life. When you first learn that you have MS, you may feel able to discuss it with your family. Indeed, many people receive the news of their diagnosis with their partner or parents and the process of dealing with the diagnosis is a team effort. For many people, it is a relief to be able to talk about it. MS can change the dynamics of a family and affect relationships. While some changes can be challenging such as the need for more help around the house, others can be very rewarding such as new hobbies discovered with family members. For a family to live with MS in the most positive way, the first stage is telling your family. The process of telling family members can sometimes be difficult. They may have lots of questions that you don’t know that answer to. They may also become upset, especially if they don't know anything about MS. Before you discuss your diagnosis with members of your family, you need to consider how you think they will react. It may be helpful to have information pamphlets available to help talk about MS and to explain what MS is. Parents often choose not to tell their children about their MS. Naturally, they do not want to frighten their children or cause them undue concern. However, children are very good at picking up changes in moods, over-hearing conversations or responding to body language, and without the appropriate information, they imagine much worse things and become upset. For children and teenagers with MS, telling family can be especially difficult. It can be an emotional process as family members feel that life will change dramatically for the young person. Most children and teenagers will rely on their parents or guardians to help them with the telling process, so it is important that both parties are comfortable with talking about the subject. Contact our Information Line 1850 233 233 |."	"1696,1703"	1		"1097,1104"	1	patient	"1136,1144"	2		"1207,1215"	2		"1254,1262"	2		"1462,1470"	2	patient	"1475,1484"	2	patient	"1635,1647"	1	patient	"1654,1662"	2	patient	"1667,1676"	2	patient																																																									
medmon.semanticlab.net/doc/4692531961693518374/Activity-Feed---MS-Connection	"My MS story began in college. I started noticing fatigue - both mental and physical. Whenever I walked to class (or any place where the distance was a quarter mile or more), I would get tingly sensations in my legs that felt weird but harmless - not unlike the sensation fizzy beverages have when they hit your tongue. I must add, I was following the typical diet of a careless engineering student: cheap beer, fast food, ramen, all manner of large burrito, you get the idea. This only further exacerbated problems mostly related to evacuatory functions. After grad school, I moved out west to the San Francisco Bay Area and I worked in the tech sector. It was here that I started to notice, especially when I was in the sun for any extended period of time, that my tolerance for alcohol was reduced to almost nothing. Because of this, and also because I was in poor health, I made significant lifestyle changes: I ate healthier and started swimming, lifting weights, and finally doing yoga. God I love yoga. It's this magic exercise that contains none of the monotony of other workouts (IMO). I found friends in the yoga community and travelled with them up and down the bay area doing yoga. I was working at a renewable energy firm and I actually taught yoga to my fellow employees during lunch. In 2012, walking started to become more and more difficult and at the end of July I was formally diagnosed. Work became harder and harder and I was eventually let go. I tried to reinvent myself, rooming with close friends in San Francisco, but walking difficulties precluded most activities in that hilly city. Depression set in, and eventually I stopped trying to be active - leading to muscle atrophy. Without the support of my friends (and the words of Herman Melville) I don't know if I'd still be around. Eventually, financial circumstances forced me to move back home to Michigan last year. But things have gotten a lot better. I'm trying to eat a nutritious (and rigorous) paleo diet, I'm on tysabri, I'm building up leg strength (with yoga - obviously, amongst other things) and I'm reengaging with electrical engineering and renewable energy. I'm hoping to work full time again in the near future. My dreams are simple: I want to be an engineer (researching renewable energy), eat a healthy paleo diet (not unlike Terry Wahls' plan), float up to handstand in yoga, and read as much as I can. I eventually would like to meet someone who loves yoga, books & classical music. One last thing: My site name - Agathon, is after a greek poet who spoke at Plato's first symposium. I don't know much about him except his name is in Leonard Bernstein's violin concerto: ""Serenade."" Bernstein uses his name to symbolize all forms of love, be it romantic or platonic and it's awesome power to connect. Check out the piece, especially the movement named Agathon. When I listen to it, no matter my mood, I realize that world cannot be that terrible if something so wonderful exists."	"18,28"	1	patient	"555,572"	1	patient																																																																																	
medmon.semanticlab.net/doc/4695027095589351230/Activity-Feed---MS-Connection	It either started in high school or just out when I got on my local volunteer fire department. I broke my nose in high school and rolled my leg in my hip on the fire department so I figured the really bad eye pains and foot drop was from that stuff happening before it so I just figured I would get it looked at later. Finally when I was dizzy and light headed for a month I went and got looked at and was diagnosed 3 months before my 21st birthday. I am on my third medicine which is Tysabri. They were not able to get my MS under control for just over a year and it is still not completly under control but a lot better so I got a lot worse than I was. I haven't been able to work in over a year because of it.																																																																																							
medmon.semanticlab.net/doc/4695735021561977328/Activity-Feed---MS-Connection	"Not really sure where to start or what to say but I will keep it brief. I was officially diagnosed with ms in July 2011 after experiencing optical neuritis on my right eye. It was my second episode of optic neuritis. However my first episode which I had 9 years ago came back clear when I had my brain scan. Between the time of both episodes I started experiencing numerous symptoms of ms including tingling, pain in certain parts of my body and wrestles legs. My bladder also became weak. Up until I was diagnosed in 2011 I had numerous visits to the doctors to be told I was just suffering from anxiety which left me feeling very upset and frustrated. When I was finally diagnosed in 2011 been only 25 years of age I thought this was the end of the world. I had to take on consoling as I wanted to take my own life. Nearly 5 years on I am coping okay now that I have been prescribed 3 different medications to help manage my symptoms but the fact that I have chosen to keep my condition confidential makes me feel very lonely. There's only my family and a couple of close friends that I have told about my condition as I do not want to be judged and want to be able to live a normal life. I am hoping to be able to discuss my condition on here with other members who are also suffering with ms that are experiencing similar symptoms so that I don't feel so alone."	"701,716"	3	"patient,speaker"																																																																																				
medmon.semanticlab.net/doc/4692531539845948393/MS-Ireland--::-Sex-Intimacy-and-relationships	"MS Ireland  ::. Sex Intimacy and relationships. Sex, Intimacy and Relationships. Although sexual difficulties can affect the population as a whole, multiple sclerosis (MS) can bring about particular problems for both men and women. Not everyone with MS will experience sexual problems and, as with other MS symptoms, it is impossible to predict who will be affected and how long symptoms may last. One of the reasons for sexual difficulties being more common among people with MS is that sexual arousal, response and orgasm require messages to be sent between the brain and sexual organs, via the spinal cord. If there is MS-related nerve damage in the parts of the brain and spinal cord that are involved, sexual function may be affected. Sexuality – that is, how we think of and express ourselves sexually – may also be affected by MS. Physical symptoms like fatigue and spasms, and psychological factors such as low self-esteem and mood, can also affect sexual activity and desire. Other things in life unrelated to MS, such as having children and getting older, may also play a role. As many factors may be involved, sexual problems vary a great deal between people with MS, and it may be hard to identify a single cause for a particular problem. However, understanding of MS-related sexual problems has improved greatly in recent years, and various treatments are now available. Getting accurate information and communicating openly with your partner and professionals can also help to minimise problems. If difficulties have already developed, there are techniques that can improve communication and understanding, and help you to adapt to new dynamics within your relationships. Many people, both with and without MS, have successful and satisfying relationships despite experiencing sexual difficulties. Useful links and resources:. Contact our Information Line 1850 233 233 |."																																																																																							
medmon.semanticlab.net/doc/4692885886432723930/Activity-Feed---MS-Connection	"I was 24 when I first developed MS symptoms. I was sitting at work and dealing with major dizziness. I was later evaluated and treated with vertigo not knowing that in that moment, my life would change forever.... Luckily for me, I work in the healthcare field and am around doctors daily. I told one of the doctors my symptoms and he immediately started sending me for testing. One of which was a MRI of my brain. My first initial MRI came back with having lesions on my brain. I was sent to a Neurologist. My major symptom at that time was dizziness, then came the severe fatigue, followed by vision problems, hearing loss, headaches, trouble swallowing, weak muscles, tingling, numbness and balance issues. It's been a long road thus far and I know I have an even longer one ahead of me. I have 2 young children and want whats best for them for the future. I am going back to school and changing my major from nursing to social work. I always tell myself to smile because it could always be worse. I know I have many obstacles ahead of me but with faith, hope and love, I will get through it and be just fine!"	"6,8"	3	"speaker,patient"	"800,814"	2																																																																																		
medmon.semanticlab.net/doc/4701397085798415838/Activity-Feed---MS-Connection	"I'm the mother of three boys, age 24, 22 and 20. I was diagnosed in October of 2011. I'm a musician and teacher, as well as the pet of a very sweet Cavalier King Charles Spaniel and a loving old terrier/chihuahua mix. Life has changed a lot for me since my diagnosis. I have been on 4 different DMDs, lived in three states, learned to fall with style, and discovered that I still expect miracles. My new/old partner challenges me and always says that I won't know that I can't do something if I don't try. Surprisingly, I'm succeeding more often than failing! Life is an adventure!"	"8,14"	1	"patient,speaker"	"34,36"	3		"38,40"	3		"45,47"	3																																																																												
medmon.semanticlab.net/doc/4698192435339560322/Activity-Feed---MS-Connection	"I am young and a fighter. I have always been a mover and a shaker now I am literally lol .I first experienced symptoms in 2011 with optic nuritis and severe leg spasms that cause my legs to become weak but the weekness ended in two days and I was right back to me different but me. But on January 1 ,2015 I experienced pain in my legs that went from 0 to 100 real quick ..and I couldn't walk was admitted in the hospital given steroids through iv now other meds and there talking copaxone I'd prefer cannabis and a diet plan and excercise .I'm here any suggestions or helpful hints or knowledge please drop them this way .I'm open."	"5,10"	1	"patient, speaker"																																																																																				
medmon.semanticlab.net/doc/4692885903872655361/Activity-Feed---MS-Connection	"I was just recently diagnosed with ms around my 20th birthday. I was in the hospital for over 2 months. I had every kind of treatment but nothing was working like it should. I needed a feeding tube because I couldn't swallow, I lost all my vision, I couldn't hold my head up or stand, and I couldn't control my bladder. It has just been a long road to recovery."	"38,61"	2	"patient, speaker"																																																																																				
medmon.semanticlab.net/doc/4692531539560443418/MS-Ireland--::-Anger-and-Abuse	"MS Ireland  ::. Anger and Abuse. Anger is a common Care Giver Emotion. The situation feels and is unfair. Hurtful words might be spoken during a difficult task, doors might be slammed during a disagreement, and shouting in frustration sometimes replaces conversation. Anger and frustration needs to be addressed and healthy outlets need to be developed before angry encounters become physically or emotionally abusive. Abusive Behaviour Is Never Acceptable. Tensions, though, can mount in the most loving of families. While circumstances that produce frustration and anger are often unavoidable, an emotionally damaging or physically aggressive response is not okay. If tensions are mounting, call for a time-out, and call for help. Physical abuse usually begins in the context of giving or getting personal help—the Care Giver might be too rough during dressing or grooming. The person with MS might scratch a Care Giver during a transfer. Once anger and frustration reach this level, abuse by either partner can become more frequent. The dangers of physical abuse are obvious, but emotional abuse is also unhealthy and damaging. Continued humiliation, harsh criticism, or manipulative behaviours can undermine the self-esteem of both Care Givers and care receivers. Therapists and marriage counsellors can help families when tensions get to this level. "																																																																																							
medmon.semanticlab.net/doc/4699274738101149316/Activity-Feed---MS-Connection	"I began having symptoms about four years ago. I was initially diagnosised with Bell’s palsy at that time. As time went on I had different areas of numbness. Begrudgingly I went to the doctor after my upper torso and arm went numb. Everything after that happened pretty fast. I was praying it was a B12 deficiency but when the blood test came back normal I had a sick feeling it was MS. The doctor confirmed it, without having to do a spinal tap (silver lining?). My biggest challenge so far is the “why me” thoughts. I do believe in God and I know he is good I just don’t understand any of this. But I suppose it’s not for me to understand. Friends and family have been surrounding me with love and support. I just wish they wouldn’t say well so and so hasn’t had an episode in years and so and so has been perfectly fine. Although well meaning it doesn’t help. I am not so and so. I would just tell someone who has it that everything will be alright. Only option at this point is to fight."																																																																																							
medmon.semanticlab.net/doc/4692885912930053166/Groups-:-MS-Connection	"All Groups. Sort by: Newest first Oldest first Most members first Least members first A - Z Z - A. Newly Diagnosed. 4588 Members. Group Description. An online support group for newly-diagnosed individuals, and their families and friends. Join to learn from others – about multiple sclerosis, available resources, and preparing for and overcoming potential challenges. This National MS Society support group is led by experienced volunteers who are here to help you navigate your new diagnosis. Healthy Despite MS. 2198 Members. For people interested in learning how to be healthy, despite being diagnosed with MS. Discuss diet, lifestyle practices, recipes, exercise, and other healthy living subjects. Over 40 and living with MS. 1980 Members. A group for those over 40 years old..... Young Adults with MS. 1657 Members. Connect with other young adults, find support and share your experiences. This National MS Society support group is led by experienced volunteers who are here to help you navigate life as a young adult with MS. Cognitive Issues: You're not losing your mind! 1501 Members. A place to discuss how MS is affecting our cognitive functions, losing words, losing short term memory, etc. 1501 Members. Walk MS. 1257 Members. A community for everyone interested in Walk MS – the MS movement’s local rallying point and fundraising event in 600+ communities nationwide that, dollar by dollar, changes lives. Carepartner Support Group. 1203 Members. Connect with other carepartners, find support and share your experiences. This National MS Society support group is led by experienced volunteers who are here to help you navigate life as a carepartner of a person with MS. Moms with MS. 1170 Members. Connect with other moms juggling family demands and living with MS, find support and share your experiences. This National MS Society support group is led by experienced volunteers who are here to help you navigate parenting and your life with MS. Twenty-Somethings with MS. 1048 Members. A group that discusses how it affects your life as a Twenty-Something, college student, newly wed, dating or just trying to make it on your own with MS. Living Single. 937 Members. A community for independent people (whether emotional-, physical- or relationship-associated independence) facing life affected by multiple sclerosis."	"703,710"	2	patient	"763,780"	2	patient	"786,798"	2	patient	"841,853"	2		"1012,1023"	2	patient	"1684,1688"	1	patient	"2054,2070"	2	patient	"1960,1977"	2	patient																																																															
medmon.semanticlab.net/doc/4692531911241154671/Activity-Feed---MS-Connection	"I am a former Army Ranger, now tech nerd. After leaving the army I ventured in to starting my own business in the Information Security Industry, I hold a Master's Degree from the Massachusetts Institute of Technology life was great.... Then I noticed numbness in my arm isolated to my ulnar nerve. I thought to myself ok this is very common in my field so suck it up and drive on, after 2 years of numbness I started to feel like my calves were packed full of jelly numbness and tingling in my legs, again suck it up and drive on solider. After two years of pain numbness tingling and fatigue out of the blue I developed Diplopia and thought to myself wow this is kind of scary! After taking it easy for a few days I threw on an eyepatch and continued to work while waiting for my Doctor's Appointment, needless to say I did not make it and ended up at Vanderbilt Hospital, then the pretty glowing spots on my MRI's told the tale, confirmed with an LP, my enemy was identified and given a name. By this time the damage was done. I have since slowed down in life seeing that yes, I was a great provider for my child, but if I am to be a single Dad with MS I needed to give my child what I have while I still have it. I am here to seek fellowship among others who share this battle with me! It has cause my life to change dramatically but not so much that I have lost sight of what I can offer my child and others. I have since closed up shop, and devoted myself to my son and doing what I can to contribute to society in a positive way. Instead of letting this BS called MS get me down I channel it and use it to fight another war, hopefully with as many other people with MS I can enlist! but those who hope in the Lord will renew their strength. They will soar on wings like eagles; they will run and not grow weary, they will walk and not be faint."	"1109,1114"	2		"1143,1146"	1	"patient,speaker"	"1175,1180"	2		"1395,1400"	2		"1467,1470"	1																																																																									
medmon.semanticlab.net/doc/4694670542059101198/Activity-Feed---MS-Connection	"My name is Sammy, I'm 27 years old and was recently diagnosed with MS (or at this point Clinically Isolated Syndrome). It started a few months ago, I woke up one morning with double vision. After a few hours the double vision would go away and I would be dizzy, off balance, nauseous, would have head aches, and extreme fatigue. This lasted for about a month, in that month I had gotten MRIs, they found two lesions on my brain and also gotten a spinal tap and did the evoked visual potential test. My symptoms have gone away, since experiencing symptoms I have quit smoking, started taking vitamins and tried to eat healthier. My neurologist wants me to start meds ASAP and I'm in the process of deciding on one."	"22,34"	3	"patient,speaker"																																																																																				
medmon.semanticlab.net/doc/4694670553262051987/Activity-Feed-:-MS-Connection	"MS probably began affecting my life right after high school, when I first began to lose my balance on little things. I was a little over weight, so my mind probably assumed it to that. I knew what I wanted to do, and I figured that by enlisting with the Air Force, my balance would improve while I lost weight. But a few years went by, and before I knew it, I was only a few pounds shy now for enlisting. This would be around may 2012 when I decided to get a membership to a gym as well as using the insanity workout. BIG mistake. I finished one month of insanity before I decided to just go to the gym. Another couple of weeks passed by when I had my first major fall. Everyone here knows what fall I'm talking about: the one where you're doing something, and for one reason or another, you're on the floor. Nothing hurt, so I checked out both of my ankles, as well as the muscles in my legs before I let my body rest for a few days. It didn't get better, but being a guy also brings bring prideful. I shrugged off my slowly worsening limp as being just a workout injury, telling my family, friends, and coworkers that it would heal if I just rested up. But my mother wouldn't have that. She noticed that I would walk next to the walls, park as close as I could to wherever I was going, and she even noticed when I would pause before walking over a curb. Needless to say a tour of doctors soon followed. The family doctor was first, followed by an orthopedist, then a sports doctor specializing in foot injuries, but they didn't have the right answer. I received a sports brace, which helped, but now I was dragging my foot on the floor. We finally went to see a neurologist. He tested my nerves, sent me for a spinal tap, and finally the MRI. My mom, being as she is, was looking all over the Internet for the answer. I remember what she said. ""You might have multiple scoliosis, "" and I almost laughed. I wanted to tell her that I passed that test in school, but my mind knew better. I knew she meant multiple sclerosis, and I knew she was right. We received the news December 4th, and I knew that I would not be able to join any branch. It was a hollow Christmas for me, but my mind was working out its new plan. I loved writing, and my hand rekindled its relationship with the pen. I decided that if I couldn't enlist, I would write books, and eventually, after they get published, I want to show the world that when one door closes, another one has opened; you just have to find it. Eventually, I would love to create an organization that helps people with MS achieve their dreams, no matter how big or small. I joined this community because my mind and my heart still don't agree that I have MS, and the people that I know don't really understand what it is like. I don't want sympathy/empathy/pity, I want understanding. They try, but having MS is like coming back from war; you can't understand it if you haven't experienced it."	"42,59"	1	patient	"1748,1751"	1																																																																																		
medmon.semanticlab.net/doc/4695027078386110714/Activity-Feed---MS-Connection	"I was in my final week of my Sophomore year of college when I woke up one day and could not see out of my right eye. I went to my eye doctor to see if I just needed a new prescription for my glasses. The scariest thing she said was ""you have unexplainable eye loss."" From there I went to see an optimologist who said the same thing and brought up the idea of possibly having MS. She ordered that I have a brain MRI as well as blood work done. A few days later I was diagnosed with MS. I now go to an MS specialist who has me on Gilenya. I haven't been able to finish my semester due to the Optic Neuritis which honestly sucks because everyone is on summer vacation and I am stuck trying to finish my semester. Thankfully all of my professors are giving me the summer to finish. I do struggle, not only with not being able to see out of one eye, but the tremors. I thought it was nerves, something I could control, but it's not.. "	"12,54"	1	"speaker,patient"																																																																																				
medmon.semanticlab.net/doc/4694670536710858478/Activity-Feed---MS-Connection	I WAS THE MOTHER OF 3 KIDS AND IN NURSING SCHOOL WHEN I WAS ADMITTED TO A PSYCH HOSPITAL BECAUSE I COULDN'T STOP CRYING AND HAD AN M.R.I. TO RULE OUT BRAIN TUMOR. THE TEST SHOWED M.S.! MY ANKLES ARE SWOLLEN NOW. IT'S HARD TO KEEP HOPING FOR A CURE SINCE 1993! ------- My youngest child (son) will be 24 this August I have been having Tysabri treatments over 6 years and am eager to try another treatment! Now Tysabri and vitamin D are keeping my hopes up.	"10,16"	1	"speaker,patient"	"22,26"	1		"271,285"	2		"287,290"	1		"300,302"	3																																																																									
medmon.semanticlab.net/doc/4694670553257511490/Activity-Feed---MS-Connection	"I'm Rachel and I am newly diagnosed with MS. It started in May 2016 with just numb spots on my face, which I was advised to go to the hospital. After 3 days of scans and tests, they diagnosed me and immediately put me on IV steroids for 5 days. I experience weakness, aching and burning in my hands and feet, numbness in my face, and fatigue. I also have developed memory issues, concentration issues, dizziness and emotional changes. I'm slowly learning how to live with all the life changes but It's definitely not easy."																																																																																							
medmon.semanticlab.net/doc/4692591211611609763/Symptoms-getting-worse-still-havent-seen-Dr--please-help!-ms---Multiple-Sclerosis---MedHelp	"Symptoms getting worse still haven’t seen Dr- please help! ms - Multiple Sclerosis - MedHelp. Thanks for responding, :( I am trying so hard to relax my bf is trying to help too. i was doing great then my heel tingle is getting worse, it keeps coming and going. its not numb. and my muscles are sore in random spots. im praying its just from my chemo but the whole thing is just bothering/depressing me. trying to breath! You can and you must find your calm, keep trying!! Fight your anxiety because it's making you think the worst without a good enough reason, your headspace is spinning and bringing you down, depression and or anxiety will make any one feel a million times worse....call a therapist, call a help line, call a friend, call anyone you know who will distract you and. help you find a calmer headspace! Keep breathing..... I’ve calmed down a bit :( Finally went to my appointment - He is sending me for bloodwork for my thyroid, b12, calcium magnesium ect. He said 99 percent of the time these things are anxiety, then also tested my strength and asked about vision and balance issues ect. He didn’t have much to say about MS only that there is a lot of other things to look for first. IF my levels come back normal idk what would be next. When a mental health causation like 'anxiety' is high on your potential causes list, it's typical to get a mental health assessment so a M/H causation can be ruled out (or in) just like any other potential medical condition as part of the diagnostic process. It's in anyone's best interest to get a mental health assessment if or when a neuro is already mentioning mental health causation at the first appointment... Keep in mind that with your mental health and cancer history what your dealing with is very unlikely to do with a neurological condition like MS, general blood tests will rule out or in most obvious causes and if they're all normal, your neuro may consider running more specific neurological related tests eg brain and spinal MRI's, various nerve conductor tests etc. In general it's estimated that only around a third of neuro consults turn out to be neurological related, a third mental health related and a third are all the other medical conditions that also mimic neurological symptoms.... your neuro is likely telling you that what you have described experiencing is 99% of the time mental health related. Thank you :) Well he’s actually an internist i haven’t yet seen a nuero. I’m just finding it so hard to believe that twitching ect is anxiety but I guess the more i think about it it is believable. My bloodwork was all in range besides a slightly elevated thyroid. He doesnt seem concerned but is having me back on the 17th. I also found a new therapist so we’ll see how that goes. I’m just not sure what to do about more testing, if i should drop it, i feel like i am so worried about MS its consuming me not having answers. It may be harder for you to believe and accept anxiety can and does cause physically symptoms simply because that is exactly what happen's with the health anxiety types of mental health issues... I would highly recommend you take a proactive step back and focus on what you absolutely know to be true before you consider getting any unrelated tests done.... you have a history of struggling with health anxiety which you acknowledge started before and has continued after your cancer battle, so regardless of anything else it is definitely in your current (and future) best interest to focus your attention on understand and pursuing mental health support and treatment options because in this moment in time your health anxiety is seriously effecting your life! Focus on getting your mental health situation under control before anything else because only then will you be able to make clear and informed choices and not choices driven by your health anxiety......"																																																																																							
medmon.semanticlab.net/doc/4692531475725390940/Do-you-have-strange-unexplained-symptoms---Iron-Disorders---Awareness-Can-Save-Your-Life---MedHelp	"Have you, someone you know, or a close family member, parent, grandparent or sibling ever have had or currently suffer with any of the following... and remain undiagnosed, even after many years of going to doctors and getting sent to multiple specialists and suffering through multiple tests and scans, all that show up `normal`` or inconclusive... Chronic fatigue... Sore and painful or tender joints, particularly knee, hips, wrist, hands, thumbs and first two fingers on hands... Brain fog, memory loss, confusion... Muscle aches, body pain, that can come and go... Headaches, sometimes severe, sometimes daily, some that don`t respond to medication... Abdominal pain, on right side, under rib cage, or lower in abdomen, abdominal distention and fluid retention... IBS, colitis... Feel cold, chilled, trembles, weakness... Heart palpitations, flutters, breathlessness, see stars... Sweats, hot flashes... Low libido, loss of sex drive, hypogonadism, irregular periods, or cessation (stopping periods), or early menopause... Skin problems, dry skin, rashes that come and go, psoriasis, rosacea, fingernail or toe ridges vertically or horizontally... Anemia, iron deficiency... Prostate problems... Nausea, vomiting, fevers that come and go... Abnormal and elevated liver enzymes that stay elevated for no reason that can be attributed to other disease, alcohol, or hepatitis... Vision problems, watery itchy eyes, floaters, blurry, vision loss, progressive or intermittant... Pancreas problems, gallstones, kidney stones, bile duct disease, gallbladder removal due to inflammation or disease... Hypothyroidism, or thyroid symptoms or issues... Neurological problems, arthropathy, personality changes, irritability, depression, anger issues, mood swings... Enlarged heart, spleen, liver, pancreas... Lesions or nodules on pancreas, liver... Polyps on colon, or colon cancer... Been told you may have fibromyalgia, MS, Lupus, or Lyme disease... but dr.s can`t quite pinpoint the cause of your symptoms or tests for these show negative... You need to consider the common and genetic disorder called Hereditary Hemochromatosis... otherwise known as Iron Overload. Iron is a toxic metal that builds to excess in the bodies of people who for genetic reasons load iron from birth instead of getting rid of excess iron. This creates iron toxicity, which in turn, does damage to multiple organs, tissues and joints. Even small amounts in excess of what our bodies needs causes damage and is not optimal for overall good health, leading to a host of other diseases, immune system compromise, free radicals that encourage cancer growth and leave you vulnerable to fighting off viruses such as Hepatitis. Early detection is key, and doctors are missing the important early warning signs, INSTEAD, looking for what they have been taught in medical training to look for, the three CLASSIC symptoms which are END STAGE... cirrhosis, diabetes related to liver cirrhosis, and bronze skin (ever tan). Latest research has shown that these three classic symptoms are by then too late, and patient has irreversible organ and tissue damage and joint degenerationby this point of diagnosis that cannot be resolved. IF, HOWEVER, the iron overload symptoms are detected early, many of the disease manifestations and subsequent problems can be avoided, with normal life expectancy. The longer left undetected, and thus untreated, the more compromised a person`s body, immune system and body functions become, leading to shorter life expectancy and death. Liver cirrhosis, diabetes, cancers, and arthritis can be PREVENTED if iron overload is detected in the early stages. Who are affected... This is usually a genetic mutation found predominantly in people of European descent, Irish and Scottish seems to be affected the most, but French, and UK and Australia have high prevelance. In Ireland, the number is 1in 3 or 4 are carriers of one or two mutations of the HFE gene, and will develop symptoms. Some with the mutation can also be healthy carriers, never becoming symptomatic, but pass it on to their children, or their sibling may develop symptoms, while others won`t. Main thing is, if someone suspects they may have iron overload, they need to get checked, it is a simple blood test, and if diagnosed then all first-degree relatives need to be tested. This can help all family members with early detection. Women are affected as much as men, however men show signs sooner, and are diagnosed sooner than women due to the fact that women menstruate and give birth, and so natural blood loss every month results in less iron accumulation than men. So men are diagnosed usually in their 40`s and 50`s and women 10-15 years later, usually after menopause. But men and women who iron load will begin to exhibit early warnings signs, sometimes in teens and early 20`s, doctors just don`t attribute it to iron overload, but often diagnose the often unspecific symptoms as something else, or in the presence of `normal`` blood panels and routine blood work they prescribe either pain killers for the symptomatic pain or anti-depressants for the symptoms they attribute to depression or other neurological issues. Parkinson`s, Alzheimers, MS, cancers, all have links to iron overload, and new studies can show the link to these common disorders and conditions. Dr. Zamboni has been a recent pioneer into the MS and iron link, curing his wife and many others of MS by restoring normal blood flow to and from brain and removing iron that was stored and blocked in the brain by vein blockages. Once the iron is cleared out of brain, and healthy levels restored, the MS and symptoms have disappeared, even the brain lesions. It is exciting and breakthrough findings like this that have given MS sufferers a ray of hope that they no longer have to have a life long sentence of suffering and progressive debilitation. Some organs that iron loads onto causing co-disease... pituitary gland, thyroid, pancreas, liver, heart, brain... Some tissues affected are intestines, soft connective tissues, muscles... Some joints affected are hips, knees, wrists, hands, and thumb and first two fingers on hand in particular. Some common cause of death related to damage from iron overload... Congestive heart failure. Colon cancer...among many more. What tests do you need... You need to ask for screening for iron overload, which includes serum ferritin, transferrin saturation %, TIBC or UIBC, and serum iron. Also it is a good idea to get your liver enzymes checked, as this will determine if there is liver damage present. Elevated liver enzymes are a red flag for physicians to check further into root causes, iron overload being one. I can help with questions, I can help direct where to research and how to consult with your doctor. I hope this forum will help someone with their unanswered questions and lead to information... with information and sharing we can get to the bottom of this common and rarely diagnosed genetic disorder. Good health wishes to all, and I am here any time to answer any questions, and what I don`t know I can suggest research, and I am not a dr. just someone who has investigated this disorder because of love for my husband who was recently diagnosed and because of his diagnosis I found my own iron overload at the early stage."	"54,60"	1		"62,73"	1		"1008,1023"	1		"4667,4671"	2	patient	"4676,4680"	2	patient	"4718,4733"	1	patient	"4824,4829"	2		"4834,4844"	2																																																																
medmon.semanticlab.net/doc/4692591604659675430/no-lumbar-MRI-for-ms?---Degenerative-Diseases---MedHelp	"no lumbar MRI for ms? - Degenerative Diseases - MedHelp. I have been told by my doctors that lumbar MRIs are not used to diagnose multiple sclerosis. Can you give me information on this? I am in the process of having a wrkup based on brain MRI results. I have had a lumbar puncture, neuro-opthomological appointment, a thoracic and cervical MRI and will have visual evoked potential this week. I get results on Thursday. I just read in these forums that lumbar, thoracic and cervical MRIs are all used to diagnose. This contradicts what I have been told. Since I have had big problems with my lower back, I would like any additional info you can provide. Thanks very much. "																																																																																							
