portal_url	text_raw	span_1	confidence_1	about_1	span_2	confidence_2	about_2	span_3	confidence_3	about_3	span_4	confidence_4	about_4	span_5	confidence_5	about_5	span_6	confidence_6	about_6	span_7	confidence_7	about_7	span_8	confidence_8	about_8	span_9	confidence_9	about_9	span_10	confidence_10	about_10	span_11	confidence_11	about_11	span_12	confidence_12	about_12	span_13	confidence_13	about_13	span_14	confidence_14	about_14	span_15	confidence_15	about_15	span_16	confidence_16	about_16	span_17	confidence_17	about_17	span_18	confidence_18	about_18	span_19	confidence_19	about_19	span_20	confidence_20	about_20	span_21	confidence_21	about_21	span_22	confidence_22	about_22	span_23	confidence_23	about_23	span_24	confidence_24	about_24	span_25	confidence_25	about_25	span_26	confidence_26	about_26	span_27	confidence_27	about_27	span_28	confidence_28	about_28	span_29	confidence_29	about_29
medmon.semanticlab.net/doc/4711432225092350337/Wishbone	RT @tyler_casper: Medical News Today: Parkinson's: How stem cells can help repair the brain... https://t.co/1O2SsOFAt7.																																																																																							
medmon.semanticlab.net/doc/4711375691881457628/Gary-Sharpe	Strategic Light Therapies: New Hope for People Parkinson's Disease https://t.co/COHx86cHVM #parkinsons.																																																																																							
medmon.semanticlab.net/doc/4711235604456128990/RestlessDreams	"Despicable piece by activist Janice Turner:. -calls trans women men. -says Parkinson's disease (PD) manifests differently in men (inc trans women) and women. Oestrogen, taken by trans women, has neuroprotective properties - so trans and cis women experience PD similarly. https://t.co/nOAn4txVi6."																																																																																							
medmon.semanticlab.net/doc/4711046365763639261/Catherine	@NurseCassin I don't think until you get Parkinson's you haven't peaked. 																																																																																							
medmon.semanticlab.net/doc/4710957886056516910/ScienceofParkinsons	"There's a lot of hype about #GDNF and #parkinsons on various social media channels, especially in relation to the forthcoming BBC documentary 1/3."																																																																																							
medmon.semanticlab.net/doc/4710928391502152641/OutThinkParkinsons	Hands and Fingers in Parkinson's Disease https://t.co/T5AVcibE5e #wellbeing.																																																																																							
medmon.semanticlab.net/doc/4710901141115916998/James-Rockafeller	Having #Parkinsons can feel overwhelming if you don't have the right information and support. We're here to help everyone feel in control of life with Parkinson's: https://t.co/AiZmlmGu6m https://t.co/1L7OaSpAWo.																																																																																							
medmon.semanticlab.net/doc/4710881696593926860/Donna-McNiel	What is this therapy?? My grandfather had Parkinson's. 	"26,37"	1	patient																																																																																				
medmon.semanticlab.net/doc/4710876563741913945/BioPortfolio-News-Portal	Voyager Therapeutics and AbbVie Announce Collaboration to Develop Vectorized Antibodies to Treat Parkinsons Disease and Other Synucleinopathies: Deal expands collaborative efforts on vectorized antibodies to target pathological species of alphasynuclein… https://t.co/JHEEWW0jFi.																																																																																							
medmon.semanticlab.net/doc/4710589018799606473/Hadley-Johnston	"If someone you love has Alzheimer's or ALS or Parkinson's, of if you are terrified by the thought of contracting those diseases, then this video is a must for you! Possible cure on the horizon. https://t.co/2xOKGDtvg2."																																																																																							
medmon.semanticlab.net/doc/4710326053401125478/--	RT @stattydread: Number 4 got Parkinson's https://t.co/7B1NyXPaSF.																																																																																							
medmon.semanticlab.net/doc/4710163429719579128/Spoonseeker	This article describes how I published my children’s fantasy story despite my Parkinsons. Would like to write similar piece referring to my #MyalgicE #mecfs in same way but too much danger of unfair ‘You see? Anyone can beat ME. Just try harder’ response. https://t.co/jE2iLEe5eC.	"42,50"	2																																																																																					
medmon.semanticlab.net/doc/4709738231822642291/Leanne	"Whether you have been newly diagnosed with #Parkinsons, are a carer or have been living with the condition for longer, our forum is a place for you chat about the things that are important to you. Join the community today: https://t.co/F28kXBTTzj https://t.co/LNQMUysFas."																																																																																							
medmon.semanticlab.net/doc/4709576027013909398/What-Just-Opened	"Beloved basketball coach at the Paradise Valley Community Center -- Tommy ""Dee"" Alvey is fighting Parkinson's Disease. His friends have set up a @gofundme page to raise money and help him with medical expenses and his business. @Fox10Phoenix https://t.co/dRPK1Wtbcz."																																																																																							
medmon.semanticlab.net/doc/4709526874934419278/Home-Helpers	Answered: What Is Parkinson's Disease And Vascular Parkinsonism. https://t.co/kfZQ5jk0Zw. #healthcare.																																																																																							
medmon.semanticlab.net/doc/4708961622714847997/The-MJF-Database	Tune In: Alan Alda and Michael J. Fox Swap Stories about Living with Parkinson's https://t.co/qLGpQZUYG1.																																																																																							
medmon.semanticlab.net/doc/4708890354270488418/General-Physics-Lab	"Health: Scientists discover key reason behind mystery of Alzheimer's, Parkinson's - Gulf Digital News - +GENERAL PHYSICS LABORATORY (GPL). Health: Scientists discover key reason behind mystery of Alzheimer's, ... https://t.co/81U0X9hz5v."																																																																																							
medmon.semanticlab.net/doc/4708858401605550831/HubBucket-Inc.	RT @arxiv_org: Predicting Parkinson's Disease using Latent Information extracted from Deep Neural Networks. https://t.co/8Bc7ZjHE63 https:/….																																																																																							
medmon.semanticlab.net/doc/4708831367963116114/Gary-Sharpe	RT @DrGarySharpe: Music and Dance Therapy for Parkinson's Disease https://t.co/k4Ho5zrIWG #parkinsons.																																																																																							
medmon.semanticlab.net/doc/4708226791870149524/March-of-Dimes-CA	"Know someone affected by a stroke or cerebral palsy, spina bifida, Parkinsons, multiple sclerosis, or acquired brain injury)? Our Conductive Education & #MODCAfterStroke programs help increase independence! Show your support at #RFDSaskatoon March 15! https://t.co/1yncphqDjg https://t.co/FDLsugyO7a."																																																																																							
medmon.semanticlab.net/doc/4708209589300366803/James-Bowers	"@NORML My mom has Parkinson, I tried a bottle of CBD oil last month without her knowing. Didn't notice much until I ran out, then her shacks got worse. Time for a new bottle. "	"10,13"	1	patient																																																																																				
medmon.semanticlab.net/doc/4708172724017270324/GovCloud-Network	This Watch Helps Stabilise People Suffering From #Parkinsons #HIMSS19 #disabilities #accessibility. #HealthTech #DigitalHealth https://t.co/EFcoMTkAs1.																																																																																							
medmon.semanticlab.net/doc/4708076877171967485/Yumanity	"In 1817, James Parkinson medically described #Parkinsons disease. Learn more about the history of Parkinson’s disease here: https://t.co/Mu7aEgQAu9."																																																																																							
medmon.semanticlab.net/doc/4708069504002576957/Acorda-Therapeutics	Many people find that keeping a diary is a helpful way of monitoring their #Parkinsons. Find out more about monitoring your Parkinson's: https://t.co/GNBwHXtK1f 📝 https://t.co/aJElwbHNBs.																																																																																							
medmon.semanticlab.net/doc/4707727895178110911/WatrCoolr	"TIL, that a lady named Joy Milne claimed to identify a Parkinson's patients by smell. https://t.co/e214FRv3Ug."																																																																																							
medmon.semanticlab.net/doc/4707718063999036027/JaneFW-GTTO	RT @suejonessays: #FirstDoNoHarm Benefits Assessor: How Long Are You Likely To Have Parkinson's? https://t.co/Oeg4hdCHD7 via @RevolutionBre….																																																																																							
medmon.semanticlab.net/doc/4707339589350814207/Eleanna	"Heavily revised paper: 90 independent genetic risk factors for Parkinson's disease + more. Thanks to all the people way smarter than me who contributed to this like the @pdgenetics, @MichaelJFoxOrg and @23andMeResearch teams. Keep your fingers crossed the journal likes it 🤓. https://t.co/ijAzIthp12."																																																																																							
medmon.semanticlab.net/doc/4707334674159287495/NADA-TEXAS	"@LisaMei62 Does Robert Orouke have tourettes or Parkinson's? Who moves that much? Like hes got ""Stay'n Alive"" on constant loop in his brain. And not even the Travolta, he looks more like the Ted Striker version. #WWG1WGA. #QANON https://t.co/SvlXMJ0QfS."																																																																																							
medmon.semanticlab.net/doc/4707206877922029237/Deborah-FosterSalsa	Sometimes we try to appear 'fine' to avoid the stigma of #Parkinsons. Have you found yourself striving to appear as though you have it all together? Share what you've learned with MyParkinsonsTeam: https://t.co/VE8WOQsm92 https://t.co/RGFqSSosL7.																																																																																							
medmon.semanticlab.net/doc/4706968488176764097/Ana-Sandoiu	What role does the gut play in Parkinson's disease? https://t.co/HdkmLYarVd @mnt_anasandoiu #parkinsons #gut https://t.co/5E1KSSaNGf.																																																																																							
medmon.semanticlab.net/doc/4706946516495607839/Eric-Kline	"@RepMikeQuigley Sorry to hear about your loss. I know what it's like to lose a loved one to Parkinson's. God Bless you and your family! Respectfully yours,. "																																																																																							
medmon.semanticlab.net/doc/4706919398447730243/Peter-Szabo	"#Parkinsons disease is the fastest-growing neurological disease. In 1990–2015, the number of people living with Parkinson's doubled to more than 6.2 mn. By 2040, experts predict that that number will reach 12 mn. https://t.co/uKG5UyBBF0. https://t.co/1PBh9TihAD https://t.co/NVJXGn8SEV."																																																																																							
medmon.semanticlab.net/doc/4706862810297636858/Datewithmyface	RT @FitnessMagazine: Parkinson's Took Away My Ability to Walk—So Now I Run Marathons https://t.co/hPAYmpba3R.																																																																																							
medmon.semanticlab.net/doc/4706700607477783262/Lucibee	"“She detected Parkinson's on her husband, Les, 10 years before he was diagnosed by doctors. Now Joy, from Perth, is using her ability to help scientists develop a diagnostic test for the condition” https://t.co/Vk2dSRmYTw."																																																																																							
medmon.semanticlab.net/doc/4706673573627239051/Non-Nigerian-Leee-Leee	RT @PharmaFactz: Which of the following antiviral drugs is also used in the treatment of Parkinson's disease? 																																																																																							
medmon.semanticlab.net/doc/4706663743593552840/Darren-Perry	"@SkySportsPL , genuine question... Has the interviewer who just spoke with son and eriksen got Parkinson's? The microphone was shaking a lot. Hope his ok. "																																																																																							
medmon.semanticlab.net/doc/4706494167055176089/Cameron-J.-Navy	#Parkinsons clinical trial. Join this #ClinicalTrial to help researchers evaluate an investigational medication for Parkinson's disease psychosis. Apply now https://t.co/BhfdNXgweO https://t.co/cuVxxmD3H5.																																																																																							
medmon.semanticlab.net/doc/4706285268740265638/Gary-Sharpe	"Busy, Anxious Thoughts and Parkinson's Disease https://t.co/W7w7Qgx8Tc #wellbeing."																																																																																							
medmon.semanticlab.net/doc/4706280353847997312/Spring-Chicken	"So this week was my worst with #Parkinsons. Whatever ‘winter bug’ I have had, the assault on the effectiveness of my meds was hell! I’m getting better! Today I tried an alternative therapy.. I have had pd for 8 yrs but music was there first. Simple but it works. #musclememory https://t.co/K7qUFbouzW."																																																																																							
medmon.semanticlab.net/doc/4706066540436243352/OutThinkParkinsons	Demonstration of using a Wedge Support in Parkinson's Therapy https://t.co/Z0zwGvcx9b https://t.co/Mz2pX6JC64 #wellness.																																																																																							
medmon.semanticlab.net/doc/4706037047957109992/Rachel-Roberts	Info: #Colloidal #gold has been used as #alternativemedicine for #brain related issues like #Parkinson #disease: https://t.co/7ucPL3zzdF.																																																																																							
medmon.semanticlab.net/doc/4706022301914401022/American-Abortive-Prudence	RT @womencitizen: Lack of vitamin D onsets Parkinson disease. 																																																																																							
medmon.semanticlab.net/doc/4705933827672461893/Syn-Flamez!	"My grandpa with Parkinson's has been using art to forget about his disease, he can barely control his hands anymore but he still fights to pursue his new passion and I just wanted to show some of the work he has managed to pull off despite all of the odds being against him. :) https://t.co/B82RfuToog."	"3,10"	1	patient																																																																																				
medmon.semanticlab.net/doc/4705808490167244133/akwu	Future smart watches may be able to give you early warning of Parkinson's. #Wearables #DigitalHealth #SmartWatches. @Paula_Piccard @alvinfoo @NextGenCloudIT @HeinzVHoenen @JGrobicki @mvollmer1 @rajat_shrimal @chboursin @HealthcareLdr @IrmaRaste @gvalan @DrJDrooghaag @UrsBolt https://t.co/odomkKjd0C.																																																																																							
medmon.semanticlab.net/doc/4705680694725805239/john-randall	"The Gut's Link to Parkinson's: Hype or Hope? https://t.co/9wExjHd9Is. Many patients with PD suffer from gut-related symptoms such as constipation, which have an impact on quality of life. #parkinsons #neurology #microbiome #science #neuroscience #health."																																																																																							
medmon.semanticlab.net/doc/4705609421467172010/Rachel-Dolhun	"Myths about levodopa, the most commonly prescribed #Parkinsons medication, could prevent people from using the drug when it might be helpful. Learn the facts and the fiction in my latest #AsktheMD: https://t.co/ofV7gfm517."																																																																																							
medmon.semanticlab.net/doc/4705550449478860461/EPDA	Read this very positive report about @kinetics_corp #Parkinsons #KinetiGraph™ (#PKG) system... 																																																																																							
medmon.semanticlab.net/doc/4705496369862007646/Stephen-Hill	"The @ParkinsonsUK audit gathered the care experiences of over 1,500 people with Parkinson's in Scotland in 2017 - find out what it told us about @NHSScotland's Parkinson's services in our new report - @ParkinsonsEN. https://t.co/DFFvAciolc."																																																																																							
medmon.semanticlab.net/doc/4705334166744320482/jisung-voice:-wtf-was-that	"you know what,. PARKINSON'S LAW. i'm starting my homework at 6pm to give myself some break time."																																																																																							
medmon.semanticlab.net/doc/4705321878578179582/Frankfort-Times	From today's Times: Rock Steady Boxing is now fighting Parkinson's in Frankfort. https://t.co/ua8C6QjiJg https://t.co/lPJHZQeE3s.																																																																																							
medmon.semanticlab.net/doc/4705304678572382324/U.S.-News-Health	People with Parkinson's disease may practice tai chi to help reduce body stiffness and improve balance. https://t.co/LkNWRaUTQF. 																																																																																							
medmon.semanticlab.net/doc/4705270268342053017/Wake-Research	Do you or a loved one suffer from Parkinson's disease? Learn about our enrolling clinical research study: https://t.co/PnnwnqWYMU https://t.co/PnnwnqWYMU. 																																																																																							
medmon.semanticlab.net/doc/4705157220210342227/CazWalkerFastGirl	"@End_TheFederalR @philosopherssto This is the best that happened to this man, to suppress the symptoms of parkinson. Works also for me, to get rid of inflammation from arthritis. "																																																																																							
medmon.semanticlab.net/doc/4704958151268095735/OutThinkParkinsons	The Role of the Gut and Digestive System in Parkinson's Disease https://t.co/ZfAbLCHKg8 #therapy.																																																																																							
medmon.semanticlab.net/doc/4704938491242568282/John-Garcia	@TheRealCDK1 Broke my heart when I could no longer care for my mom. Her Parkinsons had become unmanageable for me. It's your mom!	"63,66"	1	patient	"125,128"	1	patient																																																																																	
medmon.semanticlab.net/doc/4704783659028386173/Seattle's-Banker	Deep Brain Stimulation Offers Fresh Hope for Parkinson's Patients https://t.co/12zcpfJR30.																																																																																							
medmon.semanticlab.net/doc/4704673066982899180/Gary-Sharpe	"RT @DrGarySharpe: Initiating Jumping, Hop, Skip & Jump with a Ball in Parkinson's https://t.co/oscOLBKx4b https://t.co/CMVTZfNze6 #wellbeing."																																																																																							
medmon.semanticlab.net/doc/4704525610803576092/Pam-aka-NoDeal-NoWall	RT @OutThinkingPD: PEMF Applied to Tremor Control in Parkinson's Disease https://t.co/dmXOLnVM9r #wellbeing.																																																																																							
medmon.semanticlab.net/doc/4704501032612519512/Adrian-Owen-OBE	Eye movements in the “Morris Maze” spatial working memory task reveal deficits in strategic planning in Parkinson's. Our new paper is available online! w/ @hodgson_tl @froukehe @Comadork et al. https://t.co/dgSzpogWdH. 																																																																																							
medmon.semanticlab.net/doc/4704348661026707893/Patrick-Mroz	Linda Ronstadt quit performing years ago as Parkinson's disease made singing impossible. But she just released her first live album — from tapes recorded at the height of her vocal powers https://t.co/Y69xyM3Zxq https://t.co/fPmEj3gCm6.																																																																																							
medmon.semanticlab.net/doc/4704331457314153698/Alice-Bonasio	"Many chronic diseases such as diabetes, Parkinson's and obesity are rooted in inflammation of the gut, which is influenced by the foods we eat https://t.co/XLN6CbIyim via @techtrends_tech."																																																																																							
medmon.semanticlab.net/doc/4704183998975520341/V.-Spell	"Linda Ronstadt: A voice from the past. The retired singer who struggles with Parkinson's has released her first-ever live album, from newly-uncovered tapes of a 1980 concert, recorded at the height of her vocal powers https://t.co/i8nuVir1xe https://t.co/U9UEAEQ0UL."																																																																																							
medmon.semanticlab.net/doc/4703999676468469045/Vicky	RT @thebootdotcom: WATCH: Ronstadt was having vocal troubles more than a decade before she was diagnosed with Parkinson's in 2013: https://….																																																																																							
medmon.semanticlab.net/doc/4703793236990841034/certified-Gentleman	RT @LailaIjeoma: Wait! Is this for real? Should doctors start prescribing marijuana now to Parkinson patients? https://t.co/FPRjA9uWlx.																																																																																							
medmon.semanticlab.net/doc/4703751458303049960/Institute-of-Developmental-Genetics	RT @BrundinPatrik: #parkinsons might sometimes start up the nose. Wouldn’t it be ironic if it could be slowed via the nose! @journal_PD htt…. 																																																																																							
medmon.semanticlab.net/doc/4703584338399345190/Sean-Logan	"RT @people: Linda Ronstadt Opens Up About Parkinson's Battle: 'I'm Afraid of Suffering, But I'm Not Afraid of Dying' https://t.co/WQm6HtJqOF."																																																																																							
medmon.semanticlab.net/doc/4703508152190537067/Parkinson's-Facts	The finding of Lewy bodies in the midbrain on autopsy is usually considered proof that the person had Parkinson's disease. 																																																																																							
medmon.semanticlab.net/doc/4703493408300845014/Crankys-Girl	Revolutionary treatment helps former marine with symptoms of Parkinson's Disease. The transformation is incredible. Full story here. https://t.co/Zn62nuyXmI https://t.co/wXbswVx1D9.																																																																																							
medmon.semanticlab.net/doc/4703178830403506045/Frank-Coulson	"As many of you know, I lost my mother-in-law last week to Parkinson's disease. My father-in-law is right behind her. He has taken a turn for worse and hospice said his time is very very close. I appreciate your prayers for my wife and her family again! @77nateknox #Prayer."	"31,44"	1	patient	"82,95"	1	patient																																																																																	
medmon.semanticlab.net/doc/4703006797257283971/Ace	"My grandpa passed away early this morning from Parkinson's disease. It is a horrible disease that needs to be cured. If you've ever enjoyed any of the content I've ever put out, please help me by donating a little something. Thanks in advance. https://t.co/UEyueGgcEA. "	"3,10"	1	patient																																																																																				
medmon.semanticlab.net/doc/4702982222167915859/Sutanu-Patra	"I added a video to a @YouTube playlist https://t.co/mCXuPXVEhX Parkinson's disease - causes, symptoms, diagnosis, treatment &. "																																																																																							
medmon.semanticlab.net/doc/4702910950618508356/-	We can’t function without #neurons. One doctor's quest to keep them from dying in patients with #Parkinsons and #stroke. https://t.co/9uPiOcd3GC.																																																																																							
medmon.semanticlab.net/doc/4702898661102025387/Parkinson-Canada	Speak up before you get down on your #Parkinson's. There IS #HelpandHope: https://t.co/bEa2fOaqsn #BellLetsTalk https://t.co/yDnqEeOg2L.																																																																																							
medmon.semanticlab.net/doc/4702820017591804843/Gary-Sharpe	A Complete Explanation For Parkinson's Disease... and How to Fix It https://t.co/W7lNSBPCQr #parkinsons.																																																																																							
medmon.semanticlab.net/doc/4702692221715542871/Physioimpulse	Did you know we treat Parkinson's Disease? read more in this fantastic blog https://t.co/Zt1C2Nu7Zi #physio #parkinsons @InBath @FeelGoodBath.																																																																																							
medmon.semanticlab.net/doc/4702537390972548701/Cure-Parkinson's	"""I'm hopeful in the not too distant future the #Parkinsons #research community will finally find a treatment to slow progression of the disease,"" says @BrundinPatrik of @VAInstitute & chair of @CureParkinsonsT LCT Committee https://t.co/wivqDoZck6."																																																																																							
medmon.semanticlab.net/doc/4702522645202902298/Amelia	"I'm looking for participants for my research into how people with #Parkinsons view themselves, how they are treated by others, and the impact on psychological wellbeing. If you have Parkinson's and would like to participate, further info can be found here:. https://t.co/npHYULf99L."																																																																																							
medmon.semanticlab.net/doc/4702478407774023171/CSU-Collegiate-Neuroscience-Association	Read about a neurofeedback system that enables #Parkinsons patients to voluntarily control brainwaves associated with symptoms of the disorder in our January Research Roundup: https://t.co/3f2IFSUJy0 https://t.co/dvDceKFp2e.																																																																																							
medmon.semanticlab.net/doc/4701716542891447592/JARey	This is the first clinicopathological study to show that clinical subtypes of #Parkinson's disease at diagnosis can predict disease course and survival. Read the details here https://t.co/Gph8CrTBOL https://t.co/qqQ8gGhEMl.																																																																																							
medmon.semanticlab.net/doc/4701672307475189296/Carpenter's-Daughter	"@johnpavlovitz I'm late here but I miss my Pop. Gone now 12 years, taken by the cruelest disease, Parkinson's. A strong, smart, funny, flawed man. His brother lives--and at 93 he's the spit & image of my dad. Makes my throat catch to look at him."	"43,47"	1	patient	"173,175"	3		"204,207"	1	patient																																																																														
medmon.semanticlab.net/doc/4701335611764269797/Cheryl-Bliefernich	RT @Pharmacy_Times: A Novel Treatment for Parkinson Disease. https://t.co/Sgq5NiclPO https://t.co/bWYcq9QZWX.																																																																																							
medmon.semanticlab.net/doc/4701318409374240659/Matthew-C.-Kiernan	Impulse control disorders in Parkinsons disease: a hard-turning point https://t.co/vULGNMwcLe. 																																																																																							
medmon.semanticlab.net/doc/4701276628870267965/Parkinson's-Research-Advocacy-Group	"#tbt on the WPC Blog: ""Why We Are Excited About MRI of Neuromelanin to Predict Parkinson's"" by David Sulzer, PhD & Luigi Zecca MD, PhD https://t.co/9y1yENIbA4 #wpc2019 #research #science #parkinsons #scicomm https://t.co/xHmzTlcweh."																																																																																							
medmon.semanticlab.net/doc/4700699086534462510/APDA	"Check out this educational video on the Changing Landscape in Parkinson's Disease with Ian Blesdoe, MD, from the University of California, San Francisco, CA . https://t.co/jQBVuM4BsC."																																																																																							
medmon.semanticlab.net/doc/4700273929921378773/Dr-Birgit-Kehrer	"I am a simple ex-prisoner, an ex-offender whatever you want to name me. I live with Parkinson's.I try to help people every day, I work with and for my fellow prisoners still in jail. Today @RevJJackson decided to follow me. I am in shock and so very humbled. Thank you. "																																																																																							
medmon.semanticlab.net/doc/4700271460201771317/Funny-Bunny	RT @thisisinsider: This boxing gym helps combat the symptoms of Parkinson's https://t.co/z8wlH0oqZ7.																																																																																							
medmon.semanticlab.net/doc/4700187900607726197/OutThinkParkinsons	Developmental and Shock Trauma and Parkinson's Disease https://t.co/Fly3KHsZxx #health.																																																																																							
medmon.semanticlab.net/doc/4700170697670941068/CRO-Contract-Res.	Contributions of VPS35 mutations to Parkinson's Disease.: Parkinson's Disease PD is a multisystem neurodegenerative disease where approximately 90 of cases are idiopathic. The remaining 10 of the cases can be traced to a genetic origin and research has… https://t.co/EDpS2vHkM6.																																																																																							
medmon.semanticlab.net/doc/4699996205450652044/SpazianiG	Acting out your dreams could be a sign of a sleep disorder linked to Parkinson's https://t.co/JdBvY4MGDj.																																																																																							
medmon.semanticlab.net/doc/4699969172459855386/Yvonne-Morgan	My mother-in-law has been in a rest home for a few years with Parkinson's disease. Hospice tells us today that maybe the end is near for her. Please keep our family in your prayers! @77nateknox #prayer.	"3,16"	1	patient																																																																																				
medmon.semanticlab.net/doc/4699829087329169045/Simon-Midgley	RT @Jewelisgold: @charlotteh71 a lady with servere parkinsons lost her pip. Said she made a cuppa on a house medical. Her hubby was thr n n….																																																																																							
medmon.semanticlab.net/doc/4699460444306633084/Saleem-Akhtar-Malik	RT @sabena_siddiqi: A Pakistani student Neha Chaudhry invents a cure for Parkinson's disease. https://t.co/NAboFK519h.																																																																																							
medmon.semanticlab.net/doc/4699340020332533020/Val-Baker	"CIA officer, Tony Mendez, passes away in Frederick following battle with Parkinson's disease - LocalDVM https://t.co/bP1toh28i9."																																																																																							
medmon.semanticlab.net/doc/4699300698084366531/Gary-Sharpe	Movement Recovery with Smovey Rings for Parkinson's Disease https://t.co/eJONqUOt3p #vlogger.																																																																																							
medmon.semanticlab.net/doc/4699037731844180525/Parkinson's-News	Fecal Microbiota Transplantation for Parkinson's Disease: Parkinson's disease PD is the second most common neurodegenerative disorder and due to the lack of early diagnosis and effective therapy represents a large burden for our society and healthcare… https://t.co/NJxFbT1wKO https://t.co/7ifbT6XBhk.																																																																																							
medmon.semanticlab.net/doc/4698956631235184917/Neuroscience	"Gut Bacteria Influence the Efficacy of a Parkinson's Drug |. Levodopa is an oral therapy that is meant to be changed into dopamine inside the brain; when the conversion happens before it gets there, the dopamine is not able to cross the blood-brain barrier. https://t.co/CEhxETqFxL https://t.co/FQHcmlJ1N1."																																																																																							
medmon.semanticlab.net/doc/4698914850680544621/Parkinsons-Disease	This video discusses the impact of diet on Parkinson's Disease! https://t.co/N1U7WWLkKk.																																																																																							
medmon.semanticlab.net/doc/4698909935733441946/OutThinkParkinsons	Learning to Walk Again with Parkinson's Disease: Update https://t.co/EX8x7oJ9Wz #movementdisorder.																																																																																							
medmon.semanticlab.net/doc/4698536377429594692/Gwen	"@Delta I need your help. My uncle has Parkinson's and his flight is not cancelled yet in the midwest, but I fear it will be and it will cause major problems. I'm on hold waiting for help. thought i would do this too. "																																																																																							
medmon.semanticlab.net/doc/4698442987335274272/Living-Organic-With-Autumn-Bronson	"#glyphosate (Roundup) damages the normal development of nerve cells This is why it is linked to Parkinson's Disease, Autism and other neurological diseases. @regeneration_in @GMWatch @GMOFreeUSA @GMOfreeEurope @careygillam @OCA_Press @bpncamp @pesticideaction @drvandanashiva https://t.co/50Qa9ximz3."																																																																																							
medmon.semanticlab.net/doc/4698288157685849311/Wayne-Yoshida	RT @DrGarySharpe: Parkinson's Therapy: Dance Rehearsal to YouTube Music Videos https://t.co/CAOwF1ZBuz https://t.co/CMVTZfNze6 #parkinsons.																																																																																							
medmon.semanticlab.net/doc/4698241461398308592/LOCKHIMUP	RT @funder: Watch this video about the time Rudy Giuliani made fun of a man who has Parkinson's. He’s an evil hobgoblin. https://t.co/id0rY….																																																																																							
medmon.semanticlab.net/doc/4698207054669808592/Marcel-Mueller	NEW UNIT PREPRINT |. Check out a new preprint from the Sharott Lab -&gt; Parkinson's disease uncovers an underlying sensitivity of subthalamic nucleus neurons to beta-frequency cortical input https://t.co/bNsSO9HpDz @biorxiv_neursci @biorxivpreprint @OxNeuro #Parkinsons #openscience https://t.co/5vWuSpSXYv.																																																																																							
medmon.semanticlab.net/doc/4698177563760955277/Ingentium-Parkinson's-Disease	Prognosis and Neuropathologic Correlation of Clinical Subtypes of Parkinson Disease. https://t.co/1zobh8z9he. #ingentium #parkinsonsdisease https://t.co/ggkxrCqo4h.																																																																																							
medmon.semanticlab.net/doc/4698096461698521146/EastMidsFOAMed	I always wonder what my kids think of my #parkinsons. Curtains up on this illustrated story through a 9 year olds eyes. Being tweeted Friday 25th Jan 2019 8am GMT. #kidsunderstandingpd #yopd #parkyart https://t.co/v9WxM9FUFJ.	"24,28"	2		"102,113"	3																																																																																		
medmon.semanticlab.net/doc/4698084173589361232/paul-williams	"Laser shoes for Parkinson's. I remember when my Grandad would 'freeze', my grandma would put her foot in front of him, to trigger him to step over it. Same principle here. https://t.co/JkUJFbnPJX. "	"48,56"	1		"75,82"	1																																																																																		
medmon.semanticlab.net/doc/4698037479518951833/Gary-Sharpe	RT @DrGarySharpe: Light Therapy and Parkinson's Disease https://t.co/cQTIGKaNKz #wellbeing. 																																																																																							
medmon.semanticlab.net/doc/4697848242081421344/TLC	"I just met a viewer outside who was diagnosed with Parkinson's. He said he came this morning to meet me because I inspire him. And I'm bawling. I'll never forget him. I just had to share, because ultimately that is why we're all here on this earth. To help each other. "																																																																																							
medmon.semanticlab.net/doc/4697681123788603979/Sean-Gilleasbaig	@Dustins_MC all about the base brother. Your town hall is going to look awesome in my new world. My Parkinson's is acting up but I'm going to complete this. Town hall 1st addition. https://t.co/DnbbKZHPkD.																																																																																							
medmon.semanticlab.net/doc/4697602479689389433/Crwe-World	Defective glial cells can push neurons toward Parkinson's disease https://t.co/ioESh0dKEQ.																																																																																							
medmon.semanticlab.net/doc/4697575467750442065/Hely-Bracho	#MaduroMemoriaYCuentaANC IT IS A HORROR what #parkinsons patients are living in Venezuela It is not fair that a person is in a oil rich country because of a NARCO CORRUPT REGIME that denies them the most basic MEDICINES -@TorresAren #SOSVenezuela. https://t.co/TAWq7UJSAY.																																																																																							
medmon.semanticlab.net/doc/4697550869255705071/arch	@officialpacman parkinsons. and he better be renamed in smash bros to this too. 																																																																																							
medmon.semanticlab.net/doc/4697346887043123516/--	"The role of dopamine in the brain - Lessons learned from Parkinson's disease &gt;&gt; Classic ""U-shaped relationship between dopamine levels and performance"" means we have something we can optimize! https://t.co/QrMEnhcrYf https://t.co/4ldcJ6QFJh."																																																																																							
medmon.semanticlab.net/doc/4697337057451200101/Danny-C	RT @JonnyAcheson: This helps me #parkinsons #yopd https://t.co/VKpGq6Cbuk.	"45,49"	2																																																																																					
medmon.semanticlab.net/doc/4697005284491834652/ERN_RND	Atypical Parkinsonism and #genetic #Parkinsons #disease #flowchart developed by #ernRND members in order to help guide the diagnosis now available here ➡️https://t.co/zXTqJ8GQhm #rarediseases #ShareCareCure #WorkingTogether https://t.co/FOyfpSk3pm.																																																																																							
medmon.semanticlab.net/doc/4696503922671250405/OutThinkParkinsons	RT @OutThinkingPD: Update on Parkinson's Recovery Strategy Video Diary https://t.co/fT7UJLfct1 https://t.co/Mz2pX6JC64 #health.																																																																																							
