portal_url	title_raw	text_raw	mentions_disease	about_patient	title_toks	text_toks
medmon.semanticlab.net/doc/4675826956187774684/Angelmanuk-Support-Education-Research	Angelmanuk Support Education Research	#Trusteeweek2018. Diane Fox-Jones is the trustee who helps Angelmanuk with all things creative. She is a graphic designer and co-creator of over 40 books along with her husband (and ex trustee) Christyan. (Check out the Piggy Wiggy series of books.) Diane liaises with AngelmanUK and Molly Brown & Lottie Fox-Jones on the creation of our award winning short films and she is currently working on content for our new website along with Christyan. Diane also acted as our 'go between' during our recent re-branding which I'm sure you would agree gives us a more professional and up to date look. She has been with us since 2015 and lives in Surrey with her husband and 3 children. Harvey is 20 and has Angelman Syndrome. Diane can be contacted at Diane. foxjones@angelmanuk.org. 	1	1	Angelmanuk|Support|Education|Research	#Trusteeweek2018|.|Diane|Fox-Jones|is|the|trustee|who|helps|Angelmanuk|with|all|things|creative|.|She|is|a|graphic|designer|and|co-creator|of|over|40|books|along|with|her|husband|(|and|ex|trustee|)|Christyan|.|(|Check|out|the|Piggy|Wiggy|series|of|books|.|)|Diane|liaises|with|AngelmanUK|and|Molly|Brown|&|Lottie|Fox-Jones|on|the|creation|of|our|award|winning|short|films|and|she|is|currently|working|on|content|for|our|new|website|along|with|Christyan|.|Diane|also|acted|as|our|'|go|between|'|during|our|recent|re-branding|which|I'm|sure|you|would|agree|gives|us|a|more|professional|and|up|to|date|look|.|She|has|been|with|us|since|2015|and|lives|in|Surrey|with|her|husband|and|3|children|.|Harvey|is|20|and|has|Angelman|Syndrome|.|Diane|can|be|contacted|at|Diane|.|foxjones@angelmanuk.org|.
medmon.semanticlab.net/doc/4673586020833394233/Liang-Ma	Liang Ma	UPDATE: Modified stem cells show promise for delivering gene-based therapies to individuals with #Angelman syndrome. https://t.co/4EAsLcvpN5 https://t.co/cipWWt8eGy. 	1	0	Liang|Ma	UPDATE|:|Modified|stem|cells|show|promise|for|delivering|gene-based|therapies|to|individuals|with|#Angelman|syndrome|.|https://t.co/4EAsLcvpN5|https://t.co/cipWWt8eGy|.
medmon.semanticlab.net/doc/4672342400616542337/Dean-Mausser	Dean Mausser	Mason was born with Angelman syndrome, a rare condition characterized by movement and balance issues, developmental delays, seizures, and the inability to speak. On Saturday, his smile will light up #Kinnick. Meet #KidCaptain Mason Gonzalez (Jesup, IA)https://t.co/Zec3uJIiwy 💛🖤 https://t.co/4YsBQWTBff. 	1	1	Dean|Mausser	Mason|was|born|with|Angelman|syndrome|,|a|rare|condition|characterized|by|movement|and|balance|issues|,|developmental|delays|,|seizures|,|and|the|inability|to|speak|.|On|Saturday|,|his|smile|will|light|up|#Kinnick|.|Meet|#KidCaptain|Mason|Gonzalez|(|Jesup|,|IA|)|https://t.co/Zec3uJIiwy|💛|🖤|https://t.co/4YsBQWTBff|.
medmon.semanticlab.net/doc/4671084093251894583/proudmarsmom	proudmarsmom	Thank you! I am the sole caregiver fit my beautiful 16 yo son w/Angelman Syndrome. It’s a whole different level of exhaustion😞 of course he is my life. But self care is something I need to work on. 	1	1	proudmarsmom	Thank|you|!|I|am|the|sole|caregiver|fit|my|beautiful|16|yo|son|w|/|Angelman|Syndrome|.|It|’|s|a|whole|different|level|of|exhaustion|😞|of|course|he|is|my|life|.|But|self|care|is|something|I|need|to|work|on|.
medmon.semanticlab.net/doc/4668771465116051325/Teresa-Eberhart	Teresa Eberhart	A Cincinnati mom and her 20-year-old son with Angelman syndrome named Troy are fighting loneliness with kindness through the Troy Gives a Duck initiative. Read more about this inspiring project here: https://t.co/LISbsjjsqV https://t.co/UOxpdcm4lG. 	1	1	Teresa|Eberhart	A|Cincinnati|mom|and|her|20|-|year-old|son|with|Angelman|syndrome|named|Troy|are|fighting|loneliness|with|kindness|through|the|Troy|Gives|a|Duck|initiative|.|Read|more|about|this|inspiring|project|here|:|https://t.co/LISbsjjsqV|https://t.co/UOxpdcm4lG|.
medmon.semanticlab.net/doc/4667464166830863863/Dale-Ann-Van-Hal	Dale Ann Van Hal	@JonDorenbos @SarahKSilverman Oops he has Angelman Syndrome not HAD. 	1	1	Dale|Ann|Van|Hal	@JonDorenbos|@SarahKSilverman|Oops|he|has|Angelman|Syndrome|not|HAD|.
medmon.semanticlab.net/doc/4665399105007599387/Michael-Hoffman	Michael Hoffman	PN: Imprinting disorders can be caused by UPD. Examples: Angelman syndrome, Prader-Willi syndrome, depending on whether pair comes form mother or father #ASHG18. 	1	0	Michael|Hoffman	PN|:|Imprinting|disorders|can|be|caused|by|UPD|.|Examples|:|Angelman|syndrome|,|Prader-Willi|syndrome|,|depending|on|whether|pair|comes|form|mother|or|father|#ASHG18|.
medmon.semanticlab.net/doc/4665310628696291160/Spectrum	Spectrum	Why #Angelman syndrome — a well-defined genetic condition with strong ties to #autism — is an ideal candidate for developing a viable genetic therapy. https://t.co/R07YzEblkf https://t.co/e8Gat0OWZk. 	1	0	Spectrum	Why|#Angelman|syndrome|—|a|well-defined|genetic|condition|with|strong|ties|to|#autism|—|is|an|ideal|candidate|for|developing|a|viable|genetic|therapy|.|https://t.co/R07YzEblkf|https://t.co/e8Gat0OWZk|.
medmon.semanticlab.net/doc/4662333542206559803/Patricia-Trevino	Patricia Trevino	@AngelaRummans2 Angela I love this! What do you think of The Angelman Syndrome Foundation? They need more awareness, it’s a rare syndrome. When you meet an “Angel” you can’t help but fall in love with their happy disposition. Nothing could be better than an Angel giving to other Angels! 	1	1	Patricia|Trevino	@AngelaRummans2|Angela|I|love|this|!|What|do|you|think|of|The|Angelman|Syndrome|Foundation|?|They|need|more|awareness|,|it|’|s|a|rare|syndrome|.|When|you|meet|an|“|Angel|”|you|can|’|t|help|but|fall|in|love|with|their|happy|disposition|.|Nothing|could|be|better|than|an|Angel|giving|to|other|Angels|!
medmon.semanticlab.net/doc/4658334972799166253/Spectrum	Spectrum	New experimental compounds that restore expression of the key gene mutated in Angelman syndrome could pave the way to treatments for the condition. https://t.co/mipEnVQ6IE https://t.co/T7tzn84wrw. 	1	0	Spectrum	New|experimental|compounds|that|restore|expression|of|the|key|gene|mutated|in|Angelman|syndrome|could|pave|the|way|to|treatments|for|the|condition|.|https://t.co/mipEnVQ6IE|https://t.co/T7tzn84wrw|.
medmon.semanticlab.net/doc/4656332007350245662/No-One-Special	No One Special	Autism in Angelman Syndrome Linked to Epilepsy Seizures, Study Finds https://t.co/LTBxuC5aML via. 	1	0	No|One|Special	Autism|in|Angelman|Syndrome|Linked|to|Epilepsy|Seizures|,|Study|Finds|https://t.co/LTBxuC5aML|via|.
medmon.semanticlab.net/doc/4655061412446228806/Physiology-show	Physiology show	UBE3A Gene Reactivation Restores Neuron Physiology, But Not Behavioral Defects - Angelman Syndrome News https://t.co/pHXRfCT00Z. 	1	0	Physiology|show	UBE|3A|Gene|Reactivation|Restores|Neuron|Physiology|,|But|Not|Behavioral|Defects|-|Angelman|Syndrome|News|https://t.co/pHXRfCT00Z|.
medmon.semanticlab.net/doc/4654960650402450225/Iain-Millar	Iain Millar	My brother Robb has a rare genetic disorder, Angelman Syndrome, which means that he is unable to walk, talk or look after himself and requires 24hr care - currently provided by my mum and carers at home in Lanark. 2/11. 	1	1	Iain|Millar	My|brother|Robb|has|a|rare|genetic|disorder|,|Angelman|Syndrome|,|which|means|that|he|is|unable|to|walk|,|talk|or|look|after|himself|and|requires|24hr|care|-|currently|provided|by|my|mum|and|carers|at|home|in|Lanark|.|2/11|.
medmon.semanticlab.net/doc/4654673107882350079/rads	rads	angelMAN Syndrome - paternal is Silenced. PraDer-willi syndrome - Paternal is Deleted. 	1	0	rads	angelMAN|Syndrome|-|paternal|is|Silenced|.|PraDer-willi|syndrome|-|Paternal|is|Deleted|.
medmon.semanticlab.net/doc/4654274971114929141/Santosh	Santosh	My youngest grandson was diagnosed with Angelman Syndrome. My daughter-in-law has started a #JumpingForJett campaign to celebrate his first birthday. Could you take a minute and see if you and your family would be willing to get involved? Thank you! https://t.co/GszJXtUHVC https://t.co/OgwkfdVs1e. 	1	1	Santosh	My|youngest|grandson|was|diagnosed|with|Angelman|Syndrome|.|My|daughter-in-law|has|started|a|#JumpingForJett|campaign|to|celebrate|his|first|birthday|.|Could|you|take|a|minute|and|see|if|you|and|your|family|would|be|willing|to|get|involved|?|Thank|you|!|https://t.co/GszJXtUHVC|https://t.co/OgwkfdVs1e|.
medmon.semanticlab.net/doc/4653257516798053352/Medical-Home-Portal	Medical Home Portal	We recently updated our Diagnostic Module on Angelman Syndrome with the latest information for clinicians on this genetic disorder: https://t.co/sATQBfNOX9 #AngelmanSyndrome. 	1	0	Medical|Home|Portal	We|recently|updated|our|Diagnostic|Module|on|Angelman|Syndrome|with|the|latest|information|for|clinicians|on|this|genetic|disorder|:|https://t.co/sATQBfNOX9|#AngelmanSyndrome|.
medmon.semanticlab.net/doc/4652238227843021916/Angelman-Syndrome-Foundation	Angelman Syndrome Foundation	Windy City Angels Team Member: Ashley Guthrey. Ashley is running in honor of 7-year-old Noah Becker, because of how much he and his family have changed her – she is better because of them. She chose to run on the Windy City Angels team to spread awareness and show support for all families affected by AS. Donate to Ashley’s fundraising page to support her race toward a CURE: https://secure.e2rm.com/registrant/FundraisingPage.aspx? RegistrationID=4009162. 	1	1	Angelman|Syndrome|Foundation	Windy|City|Angels|Team|Member|:|Ashley|Guthrey|.|Ashley|is|running|in|honor|of|7|-|year-old|Noah|Becker|,|because|of|how|much|he|and|his|family|have|changed|her|–|she|is|better|because|of|them|.|She|chose|to|run|on|the|Windy|City|Angels|team|to|spread|awareness|and|show|support|for|all|families|affected|by|AS|.|Donate|to|Ashley|’|s|fundraising|page|to|support|her|race|toward|a|CURE|:|https://secure.e2rm.com/registrant/FundraisingPage.aspx|?|RegistrationID|=|4009162|.
medmon.semanticlab.net/doc/4649025474314908125/Angelman-Biomarkers	Angelman Biomarkers	Update from ASN: Angelman Syndrome May Manifest with Dihydropyrimidine Dehydrogenase Deficiency, Case Report Finds https://t.co/69RmB5HZTY AngelmanSyndromeNews https://t.co/60kokYTbuE. 	1	0	Angelman|Biomarkers	Update|from|ASN|:|Angelman|Syndrome|May|Manifest|with|Dihydropyrimidine|Dehydrogenase|Deficiency|,|Case|Report|Finds|https://t.co/69RmB5HZTY|AngelmanSyndromeNews|https://t.co/60kokYTbuE|.
medmon.semanticlab.net/doc/4648273440450824681/UNC-Autism-Research-Center	UNC Autism Research Center	Poor sleep also common in kids with Angelman syndrome. Nice to see a study showing that melatonin is safe and efficacious in pediatric population. @angelman @cureangelman https://t.co/IRL9JNaY21. 	1	1	UNC|Autism|Research|Center	Poor|sleep|also|common|in|kids|with|Angelman|syndrome|.|Nice|to|see|a|study|showing|that|melatonin|is|safe|and|efficacious|in|pediatric|population|.|@angelman|@cureangelman|https://t.co/IRL9JNaY21|.
medmon.semanticlab.net/doc/4646216408968160785/Teresa-Eberhart	Teresa Eberhart	Papio softball @papiosoftball and Millard West softball raised just over $2500 for Foundation for Angelman Syndrome Therapeutics @cureangelman last Saturday! Amazing!! Thanks so much for supporting Delaney, Emma and others who are diagnosed with Angelman Syndrome! 	1	1	Teresa|Eberhart	Papio|softball|@papiosoftball|and|Millard|West|softball|raised|just|over|$|2500|for|Foundation|for|Angelman|Syndrome|Therapeutics|@cureangelman|last|Saturday|!|Amazing|!|!|Thanks|so|much|for|supporting|Delaney|,|Emma|and|others|who|are|diagnosed|with|Angelman|Syndrome|!
medmon.semanticlab.net/doc/4645887857861630329/Angelman-Syndrome-Foundation	Angelman Syndrome Foundation	Researchers based out of Spain have published the results of a study that evaluated the efficacy and safety of minocycline in patients with Angelman syndrome. Read the full report here: https://ojrd.biomedcentral.com/articles/10.1186/s13023-018-0891-6. 	1	0	Angelman|Syndrome|Foundation	Researchers|based|out|of|Spain|have|published|the|results|of|a|study|that|evaluated|the|efficacy|and|safety|of|minocycline|in|patients|with|Angelman|syndrome|.|Read|the|full|report|here|:|https://ojrd.biomedcentral.com/articles/10.1186/s13023-018-0891-6|.
medmon.semanticlab.net/doc/4644749207012536087/tracy-loves-tay-praying-one-day-we-get-to-meet	tracy loves tay praying one day we get to meet	This is my brother Jay... he has Angelman Syndrome and therefore is at risk for seizures, which is why despite his love for @taylorswift13 he cant attend her show with me in October 💔 However, I still wanted to show Taylor how much he loves her and supports her from home ❤️ https://t.co/LbLi0jm9Jn. 	1	1	tracy|loves|tay|praying|one|day|we|get|to|meet	This|is|my|brother|Jay|...|he|has|Angelman|Syndrome|and|therefore|is|at|risk|for|seizures|,|which|is|why|despite|his|love|for|@taylorswift13|he|cant|attend|her|show|with|me|in|October|💔|However|,|I|still|wanted|to|show|Taylor|how|much|he|loves|her|and|supports|her|from|home|❤|️|https://t.co/LbLi0jm9Jn|.
medmon.semanticlab.net/doc/4644355984564250631/TheBlanchedSoldier	TheBlanchedSoldier	#ICYMI: #Angelman syndrome treatment #OV101 achieves primary endpoint of safety and tolerability in phase 2 STARS trial. Here’s what you should know: https://t.co/uKA1X8uBTe https://t.co/pLtfnEa7cH. 	1	0	TheBlanchedSoldier	#ICYMI|:|#Angelman|syndrome|treatment|#OV101|achieves|primary|endpoint|of|safety|and|tolerability|in|phase|2|STARS|trial|.|Here|’|s|what|you|should|know|:|https://t.co/uKA1X8uBTe|https://t.co/pLtfnEa7cH|.
medmon.semanticlab.net/doc/4644174119300820133/Drop-C-Riffs-GEET-NAYA-GATA-HOON	Drop C Riffs GEET NAYA GATA HOON	@GitaSKapoor It's called Angelman Syndrome (Happy Puppet Syndrome). 	1	0	Drop|C|Riffs|GEET|NAYA|GATA|HOON	@GitaSKapoor|It's|called|Angelman|Syndrome|(|Happy|Puppet|Syndrome|)|.
medmon.semanticlab.net/doc/4644090559965189820/Spectrum	Spectrum	Angelman syndrome finally has its own diagnostic code in the international manual of conditions, ICD-11. That is big news for scientists studying the condition — and the families seeking answers. https://t.co/SF4VXCfECC. 	1	0	Spectrum	Angelman|syndrome|finally|has|its|own|diagnostic|code|in|the|international|manual|of|conditions|,|ICD|-|11|.|That|is|big|news|for|scientists|studying|the|condition|—|and|the|families|seeking|answers|.|https://t.co/SF4VXCfECC|.
medmon.semanticlab.net/doc/4644056153856258992/Bhaskar-Dutta	Bhaskar Dutta	@vel_jaya @RahulGandhi I doubt if he has Angelman's syndrome. 	1	1	Bhaskar|Dutta	@vel_jaya|@RahulGandhi|I|doubt|if|he|has|Angelman's|syndrome|.
medmon.semanticlab.net/doc/4643374423150574779/Spectrum	Spectrum	The @WHO international manual of conditions now includes a diagnostic code for #Angelman syndrome — which may enable scientists to systematically collect information about the condition. https://t.co/SF4VXCfECC. 	1	0	Spectrum	The|@WHO|international|manual|of|conditions|now|includes|a|diagnostic|code|for|#Angelman|syndrome|—|which|may|enable|scientists|to|systematically|collect|information|about|the|condition|.|https://t.co/SF4VXCfECC|.
medmon.semanticlab.net/doc/4643240711160119094/cheryl-woodfin	cheryl woodfin	@Nataliew1020 Beautiful smile,must like my special one Jack flash 😊 he has angelman syndrome and he is a beautiful red head ❤️ https://t.co/x83KsidzUn. 	1	1	cheryl|woodfin	@Nataliew1020|Beautiful|smile|,|must|like|my|special|one|Jack|flash|😊|he|has|angelman|syndrome|and|he|is|a|beautiful|red|head|❤|️|https://t.co/x83KsidzUn|.
medmon.semanticlab.net/doc/4643038208921889562/Momma_Day	Momma_Day	I am 15 & have a rare genetic condition called Angelman syndrome AS is a complex genetic disorder which affects every aspect of my life I have delayed development intellectual disabilities problems with movement balance &Epilepsy need 24hr care and will do for the rest of my life https://t.co/jQFwpKz3ME. 	1	1	Momma_Day	I|am|15|&|have|a|rare|genetic|condition|called|Angelman|syndrome|AS|is|a|complex|genetic|disorder|which|affects|every|aspect|of|my|life|I|have|delayed|development|intellectual|disabilities|problems|with|movement|balance|&|Epilepsy|need|24hr|care|and|will|do|for|the|rest|of|my|life|https://t.co/jQFwpKz3ME|.
medmon.semanticlab.net/doc/4642926143201233677/Rheumatic-News	Rheumatic News	Ovid's Angelman syndrome drug shows mixed results in Phase 2: OV101 is trying to be the first treatment for Angelman syndrome a rare genetic disorder. While it achieved its primary clinical trial goal focused on safety the efficacy endpoints were mixed… https://t.co/2vrp447Lxc https://t.co/T2xXW8g7Xv. 	1	0	Rheumatic|News	Ovid's|Angelman|syndrome|drug|shows|mixed|results|in|Phase|2|:|OV101|is|trying|to|be|the|first|treatment|for|Angelman|syndrome|a|rare|genetic|disorder|.|While|it|achieved|its|primary|clinical|trial|goal|focused|on|safety|the|efficacy|endpoints|were|mixed|…|https://t.co/2vrp447Lxc|https://t.co/T2xXW8g7Xv|.
medmon.semanticlab.net/doc/4640489826354615558/Luis-M-Gonzalez-T	Luis M Gonzalez T	It makes me sad when I read stories of people affected be conditions like Angelman Syndrome being asked to leave places because we are noisy or wave our arms around and squeal when happy 😡Im lucky my P.A would use some special words to tell them off but it shouldn’t happen 😇 https://t.co/94ClbdwYPN. 	1	1	Luis|M|Gonzalez|T	It|makes|me|sad|when|I|read|stories|of|people|affected|be|conditions|like|Angelman|Syndrome|being|asked|to|leave|places|because|we|are|noisy|or|wave|our|arms|around|and|squeal|when|happy|😡|Im|lucky|my|P|.|A|would|use|some|special|words|to|tell|them|off|but|it|shouldn|’|t|happen|😇|https://t.co/94ClbdwYPN|.
medmon.semanticlab.net/doc/4640341545094989934/Shannon-Romano	Shannon Romano	@rburdine1 @TJBichell Hi Becky!! I recently met a mom with a son who has Angelman syndrome and she was struggling with consent and bodily autonomy with him being non-verbal. Could I maybe put you guys in touch, or do you know a group of Angelman parents I could connect her with? She’s in NYC. He’s 5. 	1	1	Shannon|Romano	@rburdine1|@TJBichell|Hi|Becky|!|!|I|recently|met|a|mom|with|a|son|who|has|Angelman|syndrome|and|she|was|struggling|with|consent|and|bodily|autonomy|with|him|being|non-verbal|.|Could|I|maybe|put|you|guys|in|touch|,|or|do|you|know|a|group|of|Angelman|parents|I|could|connect|her|with|?|She|’|s|in|NYC|.|He|’|s|5|.
medmon.semanticlab.net/doc/4639675718100587598/elise-Samuel	elise Samuel	RT @AngelmanIRE: Mary Heald from Cerebra explains behavioural issues associated with Angelman Syndrome. #angelmanconference https://t.co/Ic…. 	1	0	elise|Samuel	RT|@AngelmanIRE|:|Mary|Heald|from|Cerebra|explains|behavioural|issues|associated|with|Angelman|Syndrome|.|#angelmanconference|https://t.co/Ic…|.
medmon.semanticlab.net/doc/4638627042063265456/Phil-G-MCFC.	Phil G MCFC.	@WarlandTracy @Melissassmile My nephew has angelman syndrome, I’d never heard of it until 21 years ago, now I’m two marathons in & lots of other physical activity fund raising too, thanks for following back, 🙏. 	1	1	Phil|G|MCFC|.	@WarlandTracy|@Melissassmile|My|nephew|has|angelman|syndrome|,|I|’|d|never|heard|of|it|until|21|years|ago|,|now|I|’|m|two|marathons|in|&|lots|of|other|physical|activity|fund|raising|too|,|thanks|for|following|back|,|🙏|.
medmon.semanticlab.net/doc/4637882382339777026/SeqComplete	SeqComplete	#CRISPR/Cas9 #GenomeEditing #geneediting Angelman Syndrome Foundation Awards $200000 to Research CRISPR as Potential Gene Therapy https://t.co/P0IZeOGu5T. 	1	0	SeqComplete	#CRISPR|/|Cas|9|#GenomeEditing|#geneediting|Angelman|Syndrome|Foundation|Awards|$|200000|to|Research|CRISPR|as|Potential|Gene|Therapy|https://t.co/P0IZeOGu5T|.
medmon.semanticlab.net/doc/4637366359376673134/Re:-Angelman-Syndrome-Support,-Education--Research-Trust-ASSERT	Re: Angelman Syndrome Support, Education & Research Trust (ASSERT)	My son Aaron as angelman syndrome. 	1	1	Re|:|Angelman|Syndrome|Support|,|Education|&|Research|Trust|(|ASSERT|)	My|son|Aaron|as|angelman|syndrome|.
medmon.semanticlab.net/doc/4636884583140268740/Dawn-Fiona-Johnson	Dawn Fiona Johnson	Angelman Syndrome is a rare condition and as such doesn't get the support that more well known disorders are lucky enough to do. Let's change that today c'mon Twitter spread the words ANGELMAN SYNDROME #MelissasSmileTeam😍 https://t.co/UyRowDZHVR. 	1	0	Dawn|Fiona|Johnson	Angelman|Syndrome|is|a|rare|condition|and|as|such|doesn't|get|the|support|that|more|well|known|disorders|are|lucky|enough|to|do|.|Let's|change|that|today|c'mon|Twitter|spread|the|words|ANGELMAN|SYNDROME|#MelissasSmileTeam|😍|https://t.co/UyRowDZHVR|.
medmon.semanticlab.net/doc/4635125019303466658/Angelman-Syndrome-Support,-Education--Research-Trust-ASSERT	Angelman Syndrome Support, Education & Research Trust (ASSERT)	*** FRISIUM (clobazam) ***. If you take Frisium(clobazam) tablets these are currently out of stock. SANOFI - the makers of Frisium, are expecting to have more stock week beginning of 6 August. This only affects Frisium made by Sanofi, if you take a generic version of clobazam, there are no supply issues. If you are running short of Frisium, talk to your epilepsy specialist nurse or GP before switching to a generic version of clobazam as this may cause an increase in seizure activity for people with Angelman Syndrome. 	1	1	Angelman|Syndrome|Support|,|Education|&|Research|Trust|(|ASSERT|)	*|*|*|FRISIUM|(|clobazam|)|*|*|*|.|If|you|take|Frisium|(|clobazam|)|tablets|these|are|currently|out|of|stock|.|SANOFI|-|the|makers|of|Frisium|,|are|expecting|to|have|more|stock|week|beginning|of|6|August|.|This|only|affects|Frisium|made|by|Sanofi|,|if|you|take|a|generic|version|of|clobazam|,|there|are|no|supply|issues|.|If|you|are|running|short|of|Frisium|,|talk|to|your|epilepsy|specialist|nurse|or|GP|before|switching|to|a|generic|version|of|clobazam|as|this|may|cause|an|increase|in|seizure|activity|for|people|with|Angelman|Syndrome|.
medmon.semanticlab.net/doc/4633011369077359762/UNC-Medical-Center	UNC Medical Center	Scientists @UNC led by @MarkZylka are using CRISPR/Cas9 gene editing to investigate a new approach to treat Angelman Syndrome, a rare neuro-genetic condition |. https://t.co/YJKtYy1L08 |. @UNCMedCenter |. @UNC_Health_Care |. @angelman. 	1	0	UNC|Medical|Center	Scientists|@UNC|led|by|@MarkZylka|are|using|CRISPR|/|Cas|9|gene|editing|to|investigate|a|new|approach|to|treat|Angelman|Syndrome|,|a|rare|neuro-genetic|condition|||.|https://t.co/YJKtYy1L08|||.|@UNCMedCenter|||.|@UNC_Health_Care|||.|@angelman|.
medmon.semanticlab.net/doc/4631437806705963720/autism-quotes	autism quotes	Video: Can CRISPR/Cas9 help cure Angelman syndrome? https://t.co/Yio901haFG. 	1	0	autism|quotes	Video|:|Can|CRISPR|/|Cas|9|help|cure|Angelman|syndrome|?|https://t.co/Yio901haFG|.
medmon.semanticlab.net/doc/4631022431531497270/Dale-Ann-Van-Hal	Dale Ann Van Hal	@TheTalkCBS @sherylunderwood my 15yr old has Angelman Syndrome, stories like this terrify me as he’s an only child. I hope these people get the max. 	1	1	Dale|Ann|Van|Hal	@TheTalkCBS|@sherylunderwood|my|15yr|old|has|Angelman|Syndrome|,|stories|like|this|terrify|me|as|he|’|s|an|only|child|.|I|hope|these|people|get|the|max|.
medmon.semanticlab.net/doc/4630027221417385185/Lexus-Carrera	Lexus Carrera	I guess I should add, this little girl had a condition called Angelman Syndrome (we don’t know if it was a contributing factor to her death) she had broken her arm & dislocated her shoulder. They were going to do surgery the next morning but sometime between 3-5 am. 	1	1	Lexus|Carrera	I|guess|I|should|add|,|this|little|girl|had|a|condition|called|Angelman|Syndrome|(|we|don|’|t|know|if|it|was|a|contributing|factor|to|her|death|)|she|had|broken|her|arm|&|dislocated|her|shoulder|.|They|were|going|to|do|surgery|the|next|morning|but|sometime|between|3-5|am|.
medmon.semanticlab.net/doc/4629160790274978041/Angelman-Syndrome-Foundation	Angelman Syndrome Foundation	2018 ASF / Dup15q Research Symposium Speakers: Ron Thibert, DO, MsPH & Chris Keary, MD, AS Clinic at Massachusetts General Hospital. Dr. Thibert will address the different types of seizures that individuals with both disorders experience, and treatment approaches that have proven effective. Dr. Keary will review his ASF-funded research study that assessed anxiety in individuals with AS, the first of its kind for AS. Learn more about the symposium at https://www.angelman.org/conferences-symposia/2018-research-symposium/. 	1	1	Angelman|Syndrome|Foundation	2018|ASF|/|Dup|15q|Research|Symposium|Speakers|:|Ron|Thibert|,|DO|,|MsPH|&|Chris|Keary|,|MD|,|AS|Clinic|at|Massachusetts|General|Hospital|.|Dr|.|Thibert|will|address|the|different|types|of|seizures|that|individuals|with|both|disorders|experience|,|and|treatment|approaches|that|have|proven|effective|.|Dr|.|Keary|will|review|his|ASF-funded|research|study|that|assessed|anxiety|in|individuals|with|AS|,|the|first|of|its|kind|for|AS|.|Learn|more|about|the|symposium|at|https://www.angelman.org/conferences-symposia/2018-research-symposium/|.
medmon.semanticlab.net/doc/4628827941544916994/dimity-morris	dimity morris	"""After a year of effort from [Dr. Terry Jo] Bichell and others, Angelman syndrome is getting its own specific code—Q93.51. That single extra digit at the end means everything."" -- The Atlantic https://t.co/gTAGWhICtB. "	1	0	dimity|morris	"""|After|a|year|of|effort|from|[|Dr|.|Terry|Jo|]|Bichell|and|others|,|Angelman|syndrome|is|getting|its|own|specific|code|—|Q93|.|51|.|That|single|extra|digit|at|the|end|means|everything|.|""|-|-|The|Atlantic|https://t.co/gTAGWhICtB|."
medmon.semanticlab.net/doc/4627699120965237669/kristina-sauerwein	kristina sauerwein	A single extra number could change the lives of people with a rare genetic disorder called Angelman syndrome, making it easier to track and study their disorder, @edyong209 reports https://t.co/urHGWKQvzi. 	1	0	kristina|sauerwein	A|single|extra|number|could|change|the|lives|of|people|with|a|rare|genetic|disorder|called|Angelman|syndrome|,|making|it|easier|to|track|and|study|their|disorder|,|@edyong209|reports|https://t.co/urHGWKQvzi|.
medmon.semanticlab.net/doc/4627360544602274936/Jim-Meehan,-MD	Jim Meehan, MD	@Sheeple201 I made a mistake. It is Beckwith–Wiedemann syndrome that is associated with IVF, not PWS and Angelman's. 	1	0	Jim|Meehan|,|MD	@Sheeple201|I|made|a|mistake|.|It|is|Beckwith|–|Wiedemann|syndrome|that|is|associated|with|IVF|,|not|PWS|and|Angelman's|.
medmon.semanticlab.net/doc/4627355635027945846/Jim-Meehan,-MD	Jim Meehan, MD	@Sheeple201 PWS has epigenetic causes, eg, IVF therapy is known to increase prevalence. Same thing w/ Angelman's Syndrome. It is possible that vaccines could have untold epigenetic effects. I would consider vaccines given to mother near time of impregnation to be the most likely culprit. 	1	0	Jim|Meehan|,|MD	@Sheeple201|PWS|has|epigenetic|causes|,|eg|,|IVF|therapy|is|known|to|increase|prevalence|.|Same|thing|w|/|Angelman's|Syndrome|.|It|is|possible|that|vaccines|could|have|untold|epigenetic|effects|.|I|would|consider|vaccines|given|to|mother|near|time|of|impregnation|to|be|the|most|likely|culprit|.
medmon.semanticlab.net/doc/4626690530093205870/Angelman-Syndrome-Foundation	Angelman Syndrome Foundation	Check out the great story published by The Atlantic about the new Angelman Syndrome ICD-10 Code. 	1	0	Angelman|Syndrome|Foundation	Check|out|the|great|story|published|by|The|Atlantic|about|the|new|Angelman|Syndrome|ICD|-|10|Code|.
medmon.semanticlab.net/doc/4625101975508834061/Ben-Hutchison	Ben Hutchison	Got to meet Grace today! She has Angelman Syndrome and today we raced for a cure in #Waukesha. What a great event, thanks for the invite! I had a blast during the media race 👍🏻🏁 https://t.co/fB01MXoQLM. 	1	1	Ben|Hutchison	Got|to|meet|Grace|today|!|She|has|Angelman|Syndrome|and|today|we|raced|for|a|cure|in|#Waukesha|.|What|a|great|event|,|thanks|for|the|invite|!|I|had|a|blast|during|the|media|race|👍|🏻|🏁|https://t.co/fB01MXoQLM|.
