portal_url	title_raw	text_raw	mentions_disease	about_patient
medmon.semanticlab.net/doc/4717575692152080183/Ronald-Vermeij	Ronald Vermeij	"@imperialcollege @DoM_Imperial ""...gained clues into how a #Parkinsons disease treatment, called #deepbrainstimulation , helps tackle symptoms"" Just another BS excuse to get humanity used to #BRAINIMPLANTS, since the real cause of parkinson is something entirely different and can never be stimulated away. "	1	0
medmon.semanticlab.net/doc/4717570775406258422/Journal-of-Neurochemistry	Journal of Neurochemistry	What autoantibodies tell us about the pathogenesis of Parkinson's disease. #Alzheimers #Parkinsons https://t.co/m0D4jmWTJc. 	1	0
medmon.semanticlab.net/doc/4717526537134978466/Matthew-Jones	Matthew Jones	Exercise training guidelines for multiple sclerosis, stroke, and Parkinson's disease: Rapid review and synthesis. https://t.co/jzOW3aPJwn. 	1	0
medmon.semanticlab.net/doc/4717438062554844303/Colleen-Boeding	Colleen Boeding	Support the Kirk Gibson Foundation & Parkinson's Research by sitting in the Kirk Gibson Commemorative Home Run Seat this season! Register now for a chance to purchase tickets. Registration runs through 3/20. 	0	0
medmon.semanticlab.net/doc/4717430133562293873/Lauren	Lauren	My great uncle lost his long battle with Parkinson's. What a shitty disease. 	1	1
medmon.semanticlab.net/doc/4717381378771398319/Jodi-Stecyk	Jodi Stecyk	RT @hockeynight: Nathan Dempsey was diagnosed with Parkinson's in 2010, after he retired from professional hockey. 	1	1
medmon.semanticlab.net/doc/4717312353490254472/Bartman.	Bartman.	Fundraise for us to help find a cure and support everyone affected by #Parkinsons. We'll be there to support you every step of the way: https://t.co/z6vM59Sgs3 https://t.co/RQXHC0n0qs. 	0	0
medmon.semanticlab.net/doc/4717307429253490221/Bentos-The-Enigma	Bentos The Enigma	Parkinson: why are they called Sheffield Wednesday when it’s Tuesday? Assistant: because that’s their name. Parkinson: why. Assistant: I don’t know. Parkinson: I think they made a mistake. Assistant: ur stupid. Parkinson: Lol. Assistant: lol. This had me😂😂 #BWFC #SWFC https://t.co/RbIIt4nS5d. 	0	0
medmon.semanticlab.net/doc/4717297570745665335/Cure-Parkinson's	Cure Parkinson's	So, it's all booked up. I'm raising money to help the continuation of research into Parkinson's, after watching the documentary last week. Any donations gratefully received. I'm afraid of heights btw! 15K Tandem Parachute Jump https://t.co/j6SJngRS8k. 	0	0
medmon.semanticlab.net/doc/4717204166773318583/OutThinkParkinsons	OutThinkParkinsons	The Dorsal Vagus Nerve and Parkinson's Disease https://t.co/SCVehXDGSE #wellness. 	1	0
medmon.semanticlab.net/doc/4716982971248327769/Jolyon-Hallows	Jolyon Hallows	Another testimony to the effectiveness of boxing therapy in #Parkinsons. It's not just punching, it involves the whole body, leaving people feeling better than when they started. And that's a great goal. 	1	0
medmon.semanticlab.net/doc/4716978075115600360/Richard-Kenny	Richard Kenny	"Please please watch the two part @BBCTwo documentary ""The Parkinsons Drug Trial - a Miracle Cure?"" Humanity at its finest. Bravo to all involved. I was left with tears in my eyes and hope in my heart. "	1	0
medmon.semanticlab.net/doc/4716965776057010411/Becky-Duggan	Becky Duggan	Risking my life for a Parkinson's cure https://t.co/Z9Id6LpH5b. 	1	1
medmon.semanticlab.net/doc/4716896952678825291/Gary-Sharpe	Gary Sharpe	RT @DrGarySharpe: Pulsed Electromagnetic Field Therapy for Parkinson's Disease https://t.co/BPE75pbMBH #wellness. 	1	0
medmon.semanticlab.net/doc/4716833052495003207/Cure-Parkinson's	Cure Parkinson's	@delameregolf @CureParkinsonsT A magnificent effort by Ed and Liv in the Tatton 10k for the Cure Parkinson's Trust. Just over an hour in dreadful conditions, raising over £3000. Incredible effort and thanks to everyone who donated. 👏👏 https://t.co/YcIoYRWtZ2. 	0	0
medmon.semanticlab.net/doc/4716808475527230903/Parkinson's-News	Parkinson's News	RT @Parkinsons_Bio: Impulse Control Disorders in Parkinson's Disease. 	1	0
medmon.semanticlab.net/doc/4716791271782606177/Tied-Tongued	Tied Tongued	hey pals. my grandpa died peacefully this week after a long struggle with parkinson's. if you're feeling generous, it would mean so much to me if you could donate to the michael j. fox foundation here: https://t.co/PwQJIlzX35. 	1	1
medmon.semanticlab.net/doc/4716530758741069240/Boxing-Plaza	Boxing Plaza	Taking on Parkinson's in the boxing ring - https://t.co/hQIJIXcRNF https://t.co/q3Dh9Qmv4h. 	1	0
medmon.semanticlab.net/doc/4716498808133119863/Wayne-Yoshida	Wayne Yoshida	RT @DrGarySharpe: Tennis as Therapy for Parkinson's Disease https://t.co/vWmMZJtkvQ #vlogger. 	0	0
medmon.semanticlab.net/doc/4716402959495342218/Lotusmonkey	Lotusmonkey	RT @FrontNeurosci: A Computational Model of Loss of Dopaminergic Cells in Parkinson's Disease Due to Glutamate-Induced Excitotoxicity https…. 	1	0
medmon.semanticlab.net/doc/4716339057564908985/nala	nala	Parkinson's psychosis drug target of probe. 	1	0
medmon.semanticlab.net/doc/4716282531465943786/Jarvis-Kelly	Jarvis Kelly	Great to be out doorknocking in Algester/Parkinson for @JEChalmers and let locals know about Labor’s education funding! 	0	0
medmon.semanticlab.net/doc/4716240750408058744/Gary-Sharpe	Gary Sharpe	Eye and Vision Exercise in Parkinson's Disease https://t.co/GdhsDACXYS #blogger. 	1	0
medmon.semanticlab.net/doc/4716159645896602698/Gary-Sharpe	Gary Sharpe	RT @DrGarySharpe: Dopamine, Aldehyde Poisoning and Parkinson's Disease https://t.co/xHMCh1PC2Y #health. 	1	0
medmon.semanticlab.net/doc/4716026933508258486/Dave	Dave	https://t.co/Yf1ZQDi2zV Spike Milligan and Michael Parkinson. 	0	0
medmon.semanticlab.net/doc/4715948305652933417/Tawnya-Patterson	Tawnya Patterson	We had so much fun at @EPSPhoenix Carnaval today! MERCI BEAUCOUP to Mme Parkinson and Mme Hawkins who worked tirelessly to put everything together. By the way, french limbo is hilarious 😂 https://t.co/MgvqWCAPdX. 	0	0
medmon.semanticlab.net/doc/4715926165527487686/Parkinson's-News	Parkinson's News	Molecular insights of the G2019S substitution in LRRK2 kinase domain associated with Parkinson's disease A molecular dynamics simulation approach.: The G2019S substitution in the Leucinerich repeat kinase 2 LRRK2 is significantly associated with… https://t.co/VSP96j7n1M https://t.co/mvnPMSB8ib. 	1	0
medmon.semanticlab.net/doc/4715899131496614030/Bebe-Boss	Bebe Boss	Phil Parkinson has been given a two-match ban after being sent off in Bolton's defeat by Leeds United. 	0	0
medmon.semanticlab.net/doc/4715857351593491786/Marisol-Palacios	Marisol Palacios	The pioneering #GDNF trial has advanced our understanding of #Parkinsons and is an important step on the path to new treatments and a cure. Find out how Parkinson’s UK is leading the way: https://t.co/1TQg4gBIPB #ParkinsonsDrugTrial https://t.co/Go6fLW1WTA. 	1	0
medmon.semanticlab.net/doc/4715763958254238209/Moe-Hm	Moe Hm	Parkinson's Law - From the archive https://t.co/8PgLqQXKAB. 	0	0
medmon.semanticlab.net/doc/4715668113894457285/MyNeuroNews.com	MyNeuroNews.com	(Dual-Site Transcranial Magnetic Stimulation for the Treatment of Parkinson's Disease) has been published on M ... - https://t.co/nK5Z9tfHEZ. 	1	0
medmon.semanticlab.net/doc/4715621454931095327/Faye-Evette-Betts	Faye Evette Betts	What I need right now Jamie Parkinson https://t.co/QRBB9OviII. 	0	0
medmon.semanticlab.net/doc/4715606666146897651/Clint-Hansen	Clint Hansen	Nice get together with fantastic people! #science #parkinson @dpg_akbont. 	0	0
medmon.semanticlab.net/doc/4715596835436421929/Romana--Janar	Romana  Jančar	Thurs 7 March - tune in to @BBCTwo @ 9pm for the concluding part of The Parkinson's Drug Trial: A Miracle Cure? https://t.co/mjdwTOZ1tA #ParkinsonsDrugTrial https://t.co/QwMCMcvqVv. 	0	0
medmon.semanticlab.net/doc/4715584547651288788/Neil-Strom	Neil Strom	RT @physorg_com: 'Undruggable' Parkinson's molecule spills its secrets @ucsf https://t.co/6w44x8iTg1. 	1	0
medmon.semanticlab.net/doc/4715542766224136266/Mr-n.guy	Mr n.guy	RT @physorg_com: 'Undruggable' Parkinson's molecule spills its secrets @ucsf https://t.co/6w44x8iTg1. 	1	0
medmon.semanticlab.net/doc/4715471496360143841/Deano	Deano	@Germufc @KennedyStuart90 Hahahahah would of been worth it no faith Parkinson. 	0	0
medmon.semanticlab.net/doc/4715238014153684493/Jolyon-Hallows	Jolyon Hallows	"""Life is Beautiful"" even with #Parkinsons. "	1	0
medmon.semanticlab.net/doc/4715203616176801279/Matt-Eagles	Matt Eagles	Thurs 7 March - tune in to @BBCTwo @ 9pm for the concluding part of The Parkinson's Drug Trial: A Miracle Cure? https://t.co/mjdwTOZ1tA #ParkinsonsDrugTrial https://t.co/QwMCMcvqVv. 	0	0
medmon.semanticlab.net/doc/4715132333767402586/ARYAN	ARYAN®	New treatment has potential of reversing Parkinson's disease, finds Clinical trial https://t.co/8R3ASLqbsF. 	1	0
medmon.semanticlab.net/doc/4715014366155202036/Mallika-Verma	Mallika Verma	Wearing off and #dyskinesia are side effects of #Parkinsons medication that affect movement. Find out about the causes and living with them day to day: https://t.co/DoYL15JgHh. Share your helpful tips and advice for managing wearing off and dyskinesia https://t.co/QpxK51ukaW. 	1	1
medmon.semanticlab.net/doc/4714984874752939930/Douglas-Bubbletrousers	Douglas Bubbletrousers	"""Parkinson Paul asked for the darts. I was like, 'I shouldn't have done that'."" "	0	0
medmon.semanticlab.net/doc/4714984874530425368/El-Rotate	El Rotate	RT @Geetesh: Build-a-Graphic: Conversation with Mike Parkinson #Indezine https://t.co/8s3O1ITGi6 https://t.co/RX2N9dtl8u #Branding @Geetesh. 	0	0
medmon.semanticlab.net/doc/4714952923130515772/Madamji	Madamji	Prakash ji, Nirmalas mother didn't initiate this campaign for getting awarded; see, I work for Parkinson's Coz I am a patient myself; I don't look for awards; but I would definitely want my supporters get awarded for their support. 	1	1
medmon.semanticlab.net/doc/4714918515354756651/Lynn-Gehlert	Lynn Gehlert	Alterations in gut bacteria have been linked to #Parkinsons, and we continue to support research in this field. Read about a recent study in @bustle: https://t.co/DEAdrUhrth. 	1	0
medmon.semanticlab.net/doc/4714839868904917184/Southern-Trust	Southern Trust	Do you suffer from Parkinson's? Help improve your mobility in a fun way with the 8 week set dancing course. Suitable for beginners- friends or carers also welcome! 	1	0
medmon.semanticlab.net/doc/4714793181160480533/Deusto-NeuroLab	Deusto NeuroLab	#Parkinson patients may develop fluctuations in motor symptoms and #dyskinesias as well as #nonmotor symptoms as the disease progresses. Review this CME Brief Report activity to learn about new and emerging treatment options to manage patients’ symptoms. 	1	1
medmon.semanticlab.net/doc/4714783342593039163/Parkinson's-FDN	Parkinson's FDN	#Nutrition is an important component of living well with #Parkinsons. Hear from John Eric Duda, M.D. Associate Professor, #Neurology @PennMedicine - 1 of our 45 Centers of Excellence - as he explains how #dietary choices can affect symptom control in #PD https://t.co/hvtbfnfl6S. 	1	0
medmon.semanticlab.net/doc/4714751392577316055/Charlotte-Allen-PWP	Charlotte Allen PWP	Blue Badge Information. #parkinsons #awareness #bluebadge https://t.co/EJIuP3aJQW. 	0	0
medmon.semanticlab.net/doc/4714726815751703161/dri	dri	avengers endgame theory: steve has parkinson https://t.co/cSAEVTUSYi. 	0	0
medmon.semanticlab.net/doc/4714697324380250236/Eliyahu-V	Eliyahu V⃞∞	Exercise has potential to improve non-motor symptoms of Parkinson's disease https://t.co/FEpp6WiZIj. 	1	0
medmon.semanticlab.net/doc/4714640797234688374/Ella-Stewart-Care	Ella Stewart Care	RT @OutThinkingPD: Digital Music-As-Medicine with Applications to Parkinson's Disease https://t.co/rQUmTGcSCT #health. 	1	0
medmon.semanticlab.net/doc/4714616226402009174/Parkinson'sUnityWalk	Parkinson'sUnityWalk	RT @bocker: Join us to raise awareness Parkinson's Unity Walk NYC April 27 @unitywalk https://t.co/miyZshUWsh. 	0	0
medmon.semanticlab.net/doc/4714485968629215526/Home-Care-Assistance	Home Care Assistance	#Parkinsons disease affects millions around the world. Scientists at Cornell Medical College are determined to find a cure. Current research points to a possible solution to treatment - stem cell therapy. 	1	0
medmon.semanticlab.net/doc/4714417147322055030/Mark-Stern	Mark Stern	Clinical trial at UB to test new treatment for Parkinson's dementia https://t.co/CI8NLfRzcp. 	1	0
medmon.semanticlab.net/doc/4714363077333101155/long	long	RT @techinsider: This device can instantly calm symptoms from Parkinson's disease https://t.co/df3JDa2wWq. 	1	0
medmon.semanticlab.net/doc/4714208244077617213/TWR---Trash-Wang-Russell	TWR - Trash Wang Russell	FLO SHAKEY LIKE HE GOT PARKINSONS. 	0	0
medmon.semanticlab.net/doc/4714102565684396406/Nadeem-siddiqui	Nadeem siddiqui	RT @ValaAfshar: This device is helping patients with Parkinson's disease https://t.co/wcQUthr6Bz. 	1	0
medmon.semanticlab.net/doc/4714097648603891400/The-PD-Gardener	The PD Gardener	Persons w #Parkinsons Register now! High intensity exercise & rhythmic movements w focus on coordination, posture & balance. Live piano. See attached. New 10 week session starts Thurs. March 21 1:00 - 2:00 pm, The School of Dance, 200 Crichton St. Ottawa. Free of charge. https://t.co/ceuQeOpgxp. 	1	1
medmon.semanticlab.net/doc/4714080443758031623/OutThinkParkinsons	OutThinkParkinsons	Diet and Nutrition in Parkinson's Disease https://t.co/jEqqvJ02vq #nutrition. 	1	0
medmon.semanticlab.net/doc/4714055867130909771/-	 	RT @techinsider: This device is helping patients with Parkinson's disease https://t.co/r5N80Ciw5I. 	1	0
medmon.semanticlab.net/doc/4713967395834924781/OutThinkParkinsons	OutThinkParkinsons	Light Therapy and Parkinson's Disease https://t.co/089xyNfLfU #nutrition. 	1	0
medmon.semanticlab.net/doc/4713945270792835772/julian-chwang	julian chwang	When she received her MS diagnosis, Selma Blair received comfort and advice from Michael J. Fox, who has lived with Parkinson's disease for almost 30 years https://t.co/fxHNK7i42G. 	1	1
medmon.semanticlab.net/doc/4713920695274692208/Tal-Givoly	Tal Givoly	RT @YourMindCanHeal: Top story: Advanced treatment options for Parkinson's disease - Medivizor https://t.co/cPD6439Iwd, see more https://t.…. 	1	0
medmon.semanticlab.net/doc/4713842049125025414/Chris-Caldwell	Chris Caldwell	A young lady of 2 years old found a creative way to use Parkinson UK ‘get on time ‘ stickers and kindly left me the picture to decorate my clinic room I love it 🥰 I think dad helped. @WhitHealth #getitontime https://t.co/GKZkXaRKBD. 	0	0
medmon.semanticlab.net/doc/4713839593105100790/Chris-Bradshaw	Chris Bradshaw	RT @TheRyanParker: Michael J. Fox reveals new health scares amid Parkinson's battle https://t.co/jvKb8DsAmS https://t.co/39AJin1ZXd. 	1	0
medmon.semanticlab.net/doc/4713822417931340294/Neasa-McGarrigle	Neasa McGarrigle	I'm doing 100 days #alcoholfree in aid of The Michael J Fox Foundation for Parkinson's Research. Day 33 think I can make it to 100? https://t.co/YEJqtLOMBg. 	0	0
medmon.semanticlab.net/doc/4713797830630824695/Mike-Flint-from-UK	Mike Flint from UK	@phranqueigh @call_me_cathy 1/2 There's a wonderful old interview Michael Parkinson did with Adam Faith, years ago. Faith, if you're unaware, was a 60s heartthrob singer-turned-actor, often mobbed. 	0	0
medmon.semanticlab.net/doc/4713778398604948787/Theresa-Kudia.	Theresa Kudia.	Doctors and nurses say they witnessed a miracle when one of their patients with Parkinson's who had not walked for years, stood up and unexpectedly began moving his legs: https://t.co/eYVa1uEu1I. 	1	1
medmon.semanticlab.net/doc/4713581557446407338/Paul-	Paul ⛷⛷⛷	Some of today's #FakeNews as voted by you. #BritBox to rival #Netflix. #DoctorWho shock news. #Parkinsons Treatment. #StarWars 9 plot line. #LadyGaga and #BradleyCooper romance. #JoeyLawrence for #Batman. #Labour too apologetic. #Handbag danger. More over at https://t.co/B0fZH5nvgi https://t.co/0U2ySa5gON. 	0	0
medmon.semanticlab.net/doc/4713520121836439598/Striker-William	Striker William	RT @Variety: Michael J. Fox opens up about new health problems amid Parkinson's battle https://t.co/W28dLzVm3t https://t.co/brTIqggQje. 	1	0
medmon.semanticlab.net/doc/4713520121791453470/Paul-Martins-Smith	Paul Martins Smith	When I came forward with evidence that Darren Grimes had committed criminal acts... his best friend Stephen Parkinson used Downing Street to out me, blaming my whistleblowing on me being a bitter ex. Turns out my revelations were true, and he was fined for it. A disgrace to gays. https://t.co/nOP0Ufnd8X. 	0	0
medmon.semanticlab.net/doc/4713520121449083398/Variety	Variety	Michael J. Fox opens up about new health problems amid Parkinson's battle https://t.co/W28dLzVm3t https://t.co/brTIqggQje. 	1	0
medmon.semanticlab.net/doc/4713478322155763389/Elaine-Foster	Elaine Foster	When I came forward with evidence that Darren Grimes had committed criminal acts... his best friend Stephen Parkinson used Downing Street to out me, blaming my whistleblowing on me being a bitter ex. Turns out my revelations were true, and he was fined for it. A disgrace to gays. https://t.co/nOP0Ufnd8X. 	0	0
medmon.semanticlab.net/doc/4713466066402837094/Theres-a-Snake-in-Eden	There’s a Snake in Eden	@RealSaavedra I think she has onset Parkinsons. Her head and hands shake too much. 	1	1
medmon.semanticlab.net/doc/4713466066365075438/RasBabaO	RasBabaO	Michael J. Fox Says Parkinson's Diagnosis Changed Him: 'There Are Bigger Things Than Being a Rock Star' https://t.co/RsX8s8abm2 https://t.co/VQnm7o3Qjw. 	1	1
medmon.semanticlab.net/doc/4713436166747731424/Dark-phoenix	Dark phoenix	RT @NewsStoryIndia: #BreakingNews New Treatment Offers Promise for Stopping, Even Reversing Parkinson's - News18. ⚡#AnnaUniversityAwards. ht…. 	1	0
medmon.semanticlab.net/doc/4713433827638965968/OutThinkParkinsons	OutThinkParkinsons	A Complete Explanation For Parkinson's Disease... and How to Fix It https://t.co/rU9vj7Z4Yu #health. 	1	0
medmon.semanticlab.net/doc/4713406769651351805/DirtyJerz-E	DirtyJerz E	RT @OANN: New treatment for Parkinson's disease may halt, reverse damage https://t.co/IuTguJh2h4 via @YouTube #Parkinsons #OANN. 	1	0
medmon.semanticlab.net/doc/4713278856768698227/Rochdale-Pilates-Ltd	Rochdale Pilates Ltd	Did you know our chosen charity this year is Parkinson's UK. We've already raised £737 this year and we hope this total will continue to rise! Our specialist instructor Gillian Thomas Pilates works with clients... https://t.co/drCGOBtvHn. 	0	0
medmon.semanticlab.net/doc/4713217412272811698/Al-Verdini	Al Verdini	Slideshow: A Visual Guide to Parkinson's Disease https://t.co/Qr4rNv5Dh5. from @WebMD. 	1	0
medmon.semanticlab.net/doc/4713178089617036845/Kyle-J.Norton	Kyle J.Norton	Food Therapy: Coffee, A linear Association to Reduced Risk and Progression of Parkinson's Disease https://t.co/j2EqYApj8B. 	1	0
medmon.semanticlab.net/doc/4713141224216160906/Mina-Dhillon	Mina Dhillon	If you've watched @BBCTwo #GDNF #ParkinsonsDrugTrial and would like more info or support on Parkinson's, @ParkinsonsUK is here to help: https://t.co/oJSKRMJfb5. 	1	0
medmon.semanticlab.net/doc/4713131392802158823/Shazia-Dar	Shazia Dar	Find out more about #Parkinsons - what it is, who it affects and how Parkinson’s UK is helping everyone affected by the condition: https://t.co/srPj2tHCII #ParkinsonsDrugTrial https://t.co/Lm1M0OXSnY. 	1	0
medmon.semanticlab.net/doc/4713096987933182397/Stately-Lord-Fungus	Stately Lord Fungus	Be sure to catch this fascinating new doc, 'The Parkinson's Drug Trial: A Miracle Cure?' at 9pm tonight on BBC 2! The past few months working with @GaylePUKBhamBC & @ParkinsonsUK on the #SecretSupper has been eye-opening for us, we're keen to learn more! https://t.co/ZbBTPssxr6. 	0	0
medmon.semanticlab.net/doc/4713084697232236284/Consultus-Care	Consultus Care	PARKINSON'S DISEASE. More than 10 million people worldwide are living with Parkinson's. This article from Medical News Today highlights the signs and symptoms to look out for: https://t.co/tKEXUgcBYY. 	1	0
medmon.semanticlab.net/doc/4713013424194120903/Chelsea-McKenzie	Chelsea McKenzie	Our new paper shows that individuals with #Parkinsons perceive a sensory event triggering an action to have occurred earlier in time than it really did, in contrast to typical temporal binding in which the event is 'pulled in time' towards the action. https://t.co/Xh5p5C7x7g. 	1	1
medmon.semanticlab.net/doc/4713001139885563881/Beloved	Beloved	RT @FOX29philly: Doctors witness miracle as patient with Parkinson's walks again. https://t.co/lPAIkDHoij. 	1	1
medmon.semanticlab.net/doc/4712892997788596847/Bukola-Kogbe	Bukola Kogbe	“Work expands so as to fill the time available for its completion.”. Cyril Northcote Parkinson, naval historian and management theorist How can you use this to your advantage? 	0	0
medmon.semanticlab.net/doc/4712806978033458299/jayeshthakur	jayeshthakur	Dennis Graham has started a new career at age 73 in deep learning, and is doing cutting-edge work on diagnosing Parkinson's disease. https://t.co/ccZD2DtLxt https://t.co/2HLi2mtoux. 	1	0
medmon.semanticlab.net/doc/4712804520401568676/Executive-Medicine	Executive Medicine	Scientists are getting closer to finding a #cure to #parkinsons #disease! https://t.co/1ZCBNBYT7M. 	1	0
medmon.semanticlab.net/doc/4712760282827051565/Alison-Chapman	Alison Chapman	RT @renishawplc: We are proud to have contributed our engineering knowledge to this important trial for the treatment of #Parkinsons https:…. 	0	0
medmon.semanticlab.net/doc/4712728332984481110/EMJ-Neurology	EMJ Neurology	New treatment under trial could restore brain cells in Parkinson's https://t.co/ZOsUw8llJN. 	1	0
medmon.semanticlab.net/doc/4712728332242836444/TexasGreens-LLC	TexasGreens LLC	RT @DC420LA: #Cannabis For #Parkinsons And #Alzheimers Diseases -An Interview With Dr. Ethan Russo https://t.co/C6XbqzuGSa. 	1	0
medmon.semanticlab.net/doc/4712720958819435112/OutThinkParkinsons	OutThinkParkinsons	Learning to Walk Again with Parkinson's Disease: Update https://t.co/EX8x7oJ9Wz #parkinsonsdisease. 	1	0
medmon.semanticlab.net/doc/4712661975473436226/InMotion	InMotion	Can we repair the brain? The promise of stem cell technologies for treating Parkinson's disease https://t.co/7WV35nKF5m. 	1	0
medmon.semanticlab.net/doc/4712585786625413355/EMJInnovations	EMJInnovations	RT @bbchealth: Radical Parkinson's treatment tested in patients https://t.co/QwoB9naScy. 	1	1
medmon.semanticlab.net/doc/4712504684132070075/Healthy-Feeder	Healthy Feeder	Radical Parkinson's treatment tested in patients https://t.co/lR02y3lTxI. 	1	0
medmon.semanticlab.net/doc/4712413747988504133/Nickie-Benefield	Nickie Benefield	"Cannabis For Parkinson's And Alzheimer's Diseases -An Interview With Dr. Ethan Russo: https://t.co/RkdVIiTYbA. Dr. Russo coined the term ""clinical endocannabinoid deficiency"". "	1	0
medmon.semanticlab.net/doc/4712399002938232338/Debbie	Debbie	Since winning her Print Futures Award in 2018, Rebecca Parkinson has taken on further responsibility in her role as Engagement Manager @commapress as well as mentoring a new addition to the team. Great job, Rebecca! 👍 Follow link in bio to apply for … https://t.co/Zn2GWXufs8 https://t.co/WzBMGBom21. 	0	0
medmon.semanticlab.net/doc/4712386713999856179/Robert-S-Farmer-MD	Robert S Farmer MD	@ParkinsonsPod I've definitively cured Parkinson's. Please read my book: https://t.co/sm0hmAK46u . PD research is a scam. There is no genetic component. 443-240-3283. 	1	0
medmon.semanticlab.net/doc/4712214675163356264/Gayle-Kelly	Gayle Kelly	@ParkinsonsUK is 50 today! 50 years ago Mali Jenkins founded the 'Parkinson's Disease Society' in a one-room office in London. For those 50 years, we’ve been single-minded in our purpose to find a cure and improve life for everyone affected by Parkinson’s. https://t.co/2EiBXgay0D https://t.co/zfl8vBJtH2. 	1	0
medmon.semanticlab.net/doc/4712172896407298228/Sofia-Seikaly	Sofia Seikaly	TONIGHT AT 11: A breakthrough clinical trial set to happen in San Diego could REVERSE the symptoms of Parkinson's Disease. The researchers behind the science believe they're on the edge of a revolution. Watch tonight on @10News at 11. https://t.co/vEgjxE7aUa. 	1	0
medmon.semanticlab.net/doc/4712150776955784003/Jared	Jared	RT @dimebagdevin: @LilMerk618 trying to drink water #parkinsons https://t.co/0yfGsD9YB1. 	1	1
medmon.semanticlab.net/doc/4712050010350156091/Ruth-Lee-Bates	Ruth Lee (Bates)	Dance for people living with Parkinson's - Looking ahead: a 1 day symposium 21 March, @Sadlers_Wells is offered as one of a series of events to kick off @DanceConsortium Pepperland tour. To book for symposium https://t.co/n4wyySjIl6. Pepperland tour dates https://t.co/haq8MDGj6s https://t.co/3JEdD5l7xa. 	1	0
medmon.semanticlab.net/doc/4712020518662187534/Tense-Koala	Tense Koala	@OmVArvind Parkinson's law of triviality? 	0	0
medmon.semanticlab.net/doc/4711983652750028367/Human-Observer	Human Observer	US information technology giant @IBM has released the prototype of an AI-powered fingernail sensor that monitors the movement of the wearer’s hand, calculates grip strength and rates #Parkinsons symptoms. @IBMResearch https://t.co/WFJxoj1WWy https://t.co/ExWdQlwCNM. 	1	0
medmon.semanticlab.net/doc/4711959075558590784/Toby_Mears	Toby_Mears	RT @liambcafc: Phil Parkinson now 3/1 #bcafc. 	0	0
medmon.semanticlab.net/doc/4711919581833700027/DJK	DJK	@GrJones18 @moraisfilipe20 Why's nobody mentioning Phil Parkinson? He'd be great for a big club like Bradford. I reckon he'd be the man to get you promoted. Honestly he's a great manager with an excellent record. Honest. 	0	0
medmon.semanticlab.net/doc/4711870431021394085/Kirkham-Henry	Kirkham Henry	RT @OutThinkingPD: Dance Therapy for Parkinson's Disease https://t.co/Ae7ZzFQ7y3 #health. 	1	0
medmon.semanticlab.net/doc/4711663241096420099/Parkinson's-Facts	Parkinson's Facts	Everything You Really Need To Know About #Parkinson's Disease https://t.co/lN4s0dazp9 #ParkinsonsCare. 	1	0
medmon.semanticlab.net/doc/4711552644392037986/vimtogirl	vimtogirl	Registration started for the Annual Parkinson's #UnityWalk at Agha Khan University hospital. #AKUH #Parkinson https://t.co/kbBGF6J1w5. 	0	0
medmon.semanticlab.net/doc/4711547729593980591/Hamadullah-Sohu--	Hamadullah Sohu (حمادالله سوھو)	Meanwhile, Registration started for the Annual Parkinson's Unity Walk at Agha Khan University hospital. #AKUH #Parkinson #UnityWalk #Karachi https://t.co/kWre8p0L8u. 	0	0
medmon.semanticlab.net/doc/4711491201848479787/Saul-crypto-surfer	Saul crypto surfer	One wave, one fin. This year’s Single Fin Festival champ, Joel Parkinson, putting his trophy (an Ian Byrne single fin) to good use yesterday on the Goldie. Through the lens of mister_clips. https://t.co/Lc9CKsA8v5. 	0	0
medmon.semanticlab.net/doc/4711432225092350337/Wishbone	Wishbone	RT @tyler_casper: Medical News Today: Parkinson's: How stem cells can help repair the brain... https://t.co/1O2SsOFAt7. 	1	0
medmon.semanticlab.net/doc/4711385541724399546/marcus-kelson	marcus kelson	Huw Parkinson at his best - Chums https://t.co/uAb94NhRWM. 	0	0
medmon.semanticlab.net/doc/4711375691881457628/Gary-Sharpe	Gary Sharpe	Strategic Light Therapies: New Hope for People Parkinson's Disease https://t.co/COHx86cHVM #parkinsons. 	1	0
medmon.semanticlab.net/doc/4711309369022377997/OutThinkParkinsons	OutThinkParkinsons	RT @OutThinkingPD: Music and Dance Therapy for Parkinson's Disease https://t.co/ZbilmrdoEN #parkinsons. 	1	0
medmon.semanticlab.net/doc/4711301962624912104/Richard-Kiko	Richard Kiko	Cyclone Oma has provided some epic moments on the Gold Coast these past few days as evident here by Joel Parkinson's effortless single fin style 😎. 🎥: Lachlan McKinnon https://t.co/jCRlPQuqwH. 	0	0
medmon.semanticlab.net/doc/4711279841966712295/Always-Bcafc	Always Bcafc	When Parkinson played this style he knew exactly how it worked, and had knew the rest players to recruit for the sytem. However, I’m not sure what Hopkin is doing or thinking. Poor management and recruitment. Time to go. @Pulse2MDL #bcafc. 	0	0
medmon.semanticlab.net/doc/4711277384217518189/REBECCA-OCONNOR	REBECCA O’CONNOR	Cyclone Oma has provided some epic moments on the Gold Coast these past few days as evident here by Joel Parkinson's effortless single fin style 😎. 🎥: Lachlan McKinnon https://t.co/jCRlPQuqwH. 	0	0
